,office,1_x,1_y,1_angle,1_patient,2_x,2_y,2_angle,2_patient,3_x,3_y,3_angle,3_patient,4_x,4_y,4_angle,4_patient,5_x,5_y,5_angle,5_patient,size_x,size_y,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office1_660_41_bout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,660.0,41.0,b,1880.265
office1_660_41_bout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,660.0,41.0,b,376.975
office1_660_82_aout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,660.0,82.0,a,1426.9033333333334
office1_660_82_aout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,660.0,82.0,a,756.68
office1_660_82_aout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,660.0,82.0,a,966.0116666666667
office1_660_82_aout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,660.0,82.0,a,1245.28
office1_660_82_aout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,660.0,82.0,a,156.74333333333334
office1_660_82_bout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,660.0,82.0,b,2105.5833333333335
office1_660_82_bout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,660.0,82.0,b,651.55
office1_660_82_bout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,660.0,82.0,b,2269.31
office1_660_82_bout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,660.0,82.0,b,1458.49
office1_660_82_bout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,660.0,82.0,b,2207.7383333333332
office1_960_0_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,0.0,off,2500.7766666666666
office1_960_0_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,0.0,off,964.865
office1_960_0_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,0.0,off,988.2666666666667
office1_960_0_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,0.0,off,1277.2766666666666
office1_960_0_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,0.0,off,2239.786666666667
office1_960_123_aout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,123.0,a,1477.9466666666667
office1_960_123_aout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,123.0,a,1070.2233333333334
office1_960_123_aout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,123.0,a,2486.6566666666668
office1_960_123_aout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,123.0,a,1658.2666666666667
office1_960_123_aout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,123.0,a,1180.16
office1_960_123_bout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,123.0,b,2584.7466666666664
office1_960_123_bout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,123.0,b,1481.6266666666668
office1_960_123_bout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,123.0,b,559.9666666666667
office1_960_123_bout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,123.0,b,1745.68
office1_960_123_bout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,123.0,b,1362.4733333333334
office1_960_164_aout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,164.0,a,596.3033333333333
office1_960_164_aout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,164.0,a,806.3583333333333
office1_960_164_aout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,164.0,a,1488.0533333333333
office1_960_164_aout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,164.0,a,1561.3533333333332
office1_960_164_aout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,164.0,a,544.3516666666667
office1_960_164_bout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,164.0,b,1733.6816666666666
office1_960_164_bout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,164.0,b,756.7016666666667
office1_960_164_bout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,164.0,b,696.5716666666667
office1_960_164_bout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,164.0,b,1624.77
office1_960_164_bout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,164.0,b,886.0516666666666
office1_960_205_aout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,205.0,a,2423.721666666667
office1_960_205_aout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,205.0,a,1065.8483333333334
office1_960_205_aout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,205.0,a,814.5733333333334
office1_960_205_aout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,205.0,a,1096.49
office1_960_205_aout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,205.0,a,1680.0283333333334
office1_960_205_bout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,205.0,b,1802.2066666666667
office1_960_205_bout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,205.0,b,879.0516666666666
office1_960_205_bout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,205.0,b,1450.9083333333333
office1_960_205_bout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,205.0,b,1136.0366666666666
office1_960_205_bout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,205.0,b,609.175
office1_960_246_aout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,246.0,a,2068.39
office1_960_246_aout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,246.0,a,811.0033333333333
office1_960_246_aout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,246.0,a,1691.0966666666666
office1_960_246_aout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,246.0,a,987.815
office1_960_246_aout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,246.0,a,1198.9483333333333
office1_960_246_bout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,246.0,b,3464.3966666666665
office1_960_246_bout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,246.0,b,1035.2766666666666
office1_960_246_bout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,246.0,b,1912.4616666666666
office1_960_246_bout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,246.0,b,1390.775
office1_960_246_bout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,246.0,b,941.5433333333333
office1_960_41_aout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,41.0,a,1304.5383333333334
office1_960_41_aout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,41.0,a,1648.6866666666667
office1_960_41_aout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,41.0,a,782.6816666666666
office1_960_41_aout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,41.0,a,1271.2783333333334
office1_960_41_aout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,41.0,a,159.285
office1_960_41_bout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,41.0,b,1885.2183333333332
office1_960_41_bout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,41.0,b,1019.675
office1_960_41_bout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,41.0,b,2378.4666666666667
office1_960_41_bout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,41.0,b,2196.6583333333333
office1_960_41_bout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,41.0,b,1461.345
office1_960_82_aout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,82.0,a,1255.975
office1_960_82_aout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,82.0,a,1655.8266666666666
office1_960_82_aout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,82.0,a,1238.705
office1_960_82_aout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,82.0,a,1105.615
office1_960_82_aout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,82.0,a,1063.6233333333332
office1_960_82_bout_A,office1,4.76,2.18,180.0,1,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,82.0,b,5952.455
office1_960_82_bout_B,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,1,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,82.0,b,585.4866666666667
office1_960_82_bout_C,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,1,1.435,1.241,90.0,0,2.885,1.241,90.0,0,6.0,5.5,960.0,82.0,b,2080.008333333333
office1_960_82_bout_D,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,1,2.885,1.241,90.0,0,6.0,5.5,960.0,82.0,b,2782.0516666666667
office1_960_82_bout_E,office1,4.76,2.18,180.0,0,3.285,3.16,270.0,0,1.835,3.16,270.0,0,1.435,1.241,90.0,0,2.885,1.241,90.0,1,6.0,5.5,960.0,82.0,b,799.68
office2_0_0_A,office2,3.78,1.265,90.0,1,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,0.0,off,4924.028333333334
office2_0_0_B,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,1,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,0.0,off,2861.535
office2_0_0_C,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,1,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,0.0,off,4366.581666666667
office2_0_0_D,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,1,2.84,3.14,0.0,0,6.0,5.5,0.0,0.0,off,1532.2583333333334
office2_0_0_E,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,1,6.0,5.5,0.0,0.0,off,4461.315
office2_0_164_aout_A,office2,3.78,1.265,90.0,1,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,164.0,a,3969.43
office2_0_164_aout_B,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,1,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,164.0,a,2679.5266666666666
office2_0_164_aout_C,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,1,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,164.0,a,2798.9933333333333
office2_0_164_aout_D,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,1,2.84,3.14,0.0,0,6.0,5.5,0.0,164.0,a,3799.35
office2_0_164_aout_E,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,1,6.0,5.5,0.0,164.0,a,4017.6
office2_0_164_bout_A,office2,3.78,1.265,90.0,1,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,164.0,b,3457.431666666667
office2_0_164_bout_B,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,1,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,164.0,b,1973.2333333333333
office2_0_164_bout_C,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,1,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,164.0,b,1939.865
office2_0_164_bout_D,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,1,2.84,3.14,0.0,0,6.0,5.5,0.0,164.0,b,2486.19
office2_0_164_bout_E,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,1,6.0,5.5,0.0,164.0,b,1754.4866666666667
office2_0_246_aout_A,office2,3.78,1.265,90.0,1,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,246.0,a,2867.903333333333
office2_0_246_aout_B,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,1,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,246.0,a,1739.735
office2_0_246_aout_C,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,1,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,246.0,a,3316.818333333333
office2_0_246_aout_D,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,1,2.84,3.14,0.0,0,6.0,5.5,0.0,246.0,a,2299.9566666666665
office2_0_246_aout_E,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,1,6.0,5.5,0.0,246.0,a,4052.92
office2_0_246_bout_A,office2,3.78,1.265,90.0,1,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,246.0,b,2379.4333333333334
office2_0_246_bout_B,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,1,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,246.0,b,5527.616666666667
office2_0_246_bout_C,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,1,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,246.0,b,1820.6433333333334
office2_0_246_bout_D,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,1,2.84,3.14,0.0,0,6.0,5.5,0.0,246.0,b,834.9183333333333
office2_0_246_bout_E,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,1,6.0,5.5,0.0,246.0,b,2898.005
office2_0_82_aout_A,office2,3.78,1.265,90.0,1,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,82.0,a,2644.4816666666666
office2_0_82_aout_B,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,1,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,82.0,a,3534.2633333333333
office2_0_82_aout_C,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,1,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,82.0,a,4618.011666666666
office2_0_82_aout_D,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,1,2.84,3.14,0.0,0,6.0,5.5,0.0,82.0,a,4568.738333333334
office2_0_82_aout_E,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,1,6.0,5.5,0.0,82.0,a,4463.618333333333
office2_0_82_bout_A,office2,3.78,1.265,90.0,1,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,82.0,b,2765.515
office2_0_82_bout_B,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,1,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,82.0,b,1741.8733333333332
office2_0_82_bout_C,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,1,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,0.0,82.0,b,1460.8083333333334
office2_0_82_bout_D,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,1,2.84,3.14,0.0,0,6.0,5.5,0.0,82.0,b,3210.923333333333
office2_0_82_bout_E,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,1,6.0,5.5,0.0,82.0,b,5852.703333333333
office2_360_0_A,office2,3.78,1.265,90.0,1,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,360.0,0.0,off,1574.44
office2_360_0_B,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,1,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,360.0,0.0,off,976.815
office2_360_0_C,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,1,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,360.0,0.0,off,1389.4633333333334
office2_360_0_D,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,1,2.84,3.14,0.0,0,6.0,5.5,360.0,0.0,off,1163.25
office2_360_0_E,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,1,6.0,5.5,360.0,0.0,off,531.015
office2_360_164_aout_A,office2,3.78,1.265,90.0,1,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,360.0,164.0,a,1540.885
office2_360_164_aout_B,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,1,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,360.0,164.0,a,1688.8
office2_360_164_aout_C,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,1,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,360.0,164.0,a,1498.01
office2_360_164_aout_D,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,1,2.84,3.14,0.0,0,6.0,5.5,360.0,164.0,a,2309.8
office2_360_164_aout_E,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,1,6.0,5.5,360.0,164.0,a,344.5233333333333
office2_360_164_bout_A,office2,3.78,1.265,90.0,1,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,360.0,164.0,b,1130.3816666666667
office2_360_164_bout_B,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,1,4.76,4.19,180.0,0,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,360.0,164.0,b,1349.9066666666668
office2_360_164_bout_C,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,1,2.84,4.59,0.0,0,2.84,3.14,0.0,0,6.0,5.5,360.0,164.0,b,2022.195
office2_360_164_bout_D,office2,3.78,1.265,90.0,0,4.76,2.74,180.0,0,4.76,4.19,180.0,0,2.84,4.59,0.0,1,2.84,3.14,0.0,0,6.0,5.5,360.0,164.0,b,6471.968333333333
