,office,1_x,1_y,1_angle,2_x,2_y,2_angle,3_x,3_y,3_angle,4_x,4_y,4_angle,5_x,5_y,5_angle,size_x,size_y,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office15_360_82_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,360.0,82.0,b,1530.2503333333332
office15_660_0,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,660.0,0.0,off,1734.434
office15_660_164_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,660.0,164.0,a,1845.867
office15_660_164_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,660.0,164.0,b,1741.1073333333334
office15_660_246_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,660.0,246.0,a,1542.18
office15_660_246_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,660.0,246.0,b,1567.3706666666665
office15_660_82_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,660.0,82.0,a,1877.518
office15_660_82_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,660.0,82.0,b,1736.323
office15_960_0,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,960.0,0.0,off,1391.5363333333337
office15_960_164_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,960.0,164.0,a,1455.6833333333334
office15_960_164_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,960.0,164.0,b,1491.793
office15_960_246_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,960.0,246.0,a,1501.853
office15_960_246_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,960.0,246.0,b,1494.4986666666668
office15_960_82_aout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,960.0,82.0,a,1347.9686666666669
office15_960_82_bout,office15,3.166,3.99,0.0,3.166,2.54,0.0,1.266,4.69,0.0,1.266,3.24,0.0,1.266,1.79,0.0,7.0,6.0,960.0,82.0,b,1446.1576666666667
office16_0_0,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,0.0,0.0,off,2647.331333333333
office16_0_164_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,0.0,164.0,a,2431.253
office16_0_164_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,0.0,164.0,b,2518.7756666666664
office16_0_246_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,0.0,246.0,a,2506.4173333333333
office16_0_246_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,0.0,246.0,b,2825.736333333333
office16_0_82_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,0.0,82.0,a,2424.0873333333334
office16_0_82_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,0.0,82.0,b,2561.475
office16_360_0,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,360.0,0.0,off,999.0936666666664
office16_360_164_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,360.0,164.0,a,1486.8786666666665
office16_360_164_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,360.0,164.0,b,1583.147
office16_360_246_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,360.0,246.0,a,1383.379
office16_360_246_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,360.0,246.0,b,1531.448666666667
office16_360_82_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,360.0,82.0,a,1668.1339999999998
office16_360_82_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,360.0,82.0,b,1643.3546666666666
office16_660_0,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,660.0,0.0,off,1505.5676666666668
office16_660_164_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,660.0,164.0,a,1516.6563333333334
office16_660_164_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,660.0,164.0,b,1335.9103333333337
office16_660_246_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,660.0,246.0,a,1580.0873333333332
office16_660_246_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,660.0,246.0,b,1538.2673333333337
office16_660_82_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,660.0,82.0,a,1222.135
office16_660_82_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,660.0,82.0,b,1646.4723333333336
office16_960_0,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,960.0,0.0,off,1593.8383333333334
office16_960_164_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,960.0,164.0,a,1434.914
office16_960_164_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,960.0,164.0,b,1725.1153333333332
office16_960_246_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,960.0,246.0,a,1587.928666666667
office16_960_246_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,960.0,246.0,b,1568.549
office16_960_82_aout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,960.0,82.0,a,1624.5923333333333
office16_960_82_bout,office16,7.735,2.505,180.0,6.26,3.485,270.0,4.81,3.485,270.0,5.86,1.566,90.0,4.41,1.566,90.0,9.0,5.0,960.0,82.0,b,1343.6423333333332
office17_0_0,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,0.0,0.0,off,2940.663666666667
office17_0_164_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,0.0,164.0,a,2312.4773333333333
office17_0_164_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,0.0,164.0,b,2645.632
office17_0_246_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,0.0,246.0,a,1831.0076666666664
office17_0_246_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,0.0,246.0,b,2492.059
office17_0_82_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,0.0,82.0,a,2627.967
office17_0_82_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,0.0,82.0,b,2554.923666666667
office17_360_0,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,360.0,0.0,off,2298.323666666666
office17_360_164_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,360.0,164.0,a,2383.7236666666668
office17_360_164_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,360.0,164.0,b,2379.7743333333333
office17_360_246_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,360.0,246.0,a,2170.075
office17_360_246_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,360.0,246.0,b,2113.7356666666665
office17_360_82_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,360.0,82.0,a,2455.934
office17_360_82_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,360.0,82.0,b,2122.971666666667
office17_660_0,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,660.0,0.0,off,2804.5616666666665
office17_660_164_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,660.0,164.0,a,2464.682333333333
office17_660_164_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,660.0,164.0,b,2020.768
office17_660_246_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,660.0,246.0,a,2425.2593333333334
office17_660_246_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,660.0,246.0,b,2422.0370000000003
office17_660_82_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,660.0,82.0,a,2907.7623333333336
office17_660_82_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,660.0,82.0,b,2552.2429999999995
office17_960_0,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,960.0,0.0,off,1886.6083333333331
office17_960_164_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,960.0,164.0,a,2125.923333333333
office17_960_164_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,960.0,164.0,b,2064.2120000000004
office17_960_246_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,960.0,246.0,a,2292.4216666666666
office17_960_246_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,960.0,246.0,b,2241.7266666666665
office17_960_82_aout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,960.0,82.0,a,1891.114
office17_960_82_bout,office17,6.755,1.115,90.0,7.735,2.59,180.0,7.735,4.04,180.0,5.816,4.44,0.0,5.816,2.99,0.0,9.0,5.0,960.0,82.0,b,2320.831
office18_0_0,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,0.0,0.0,off,1489.1643333333334
office18_0_164_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,0.0,164.0,a,1154.519
office18_0_164_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,0.0,164.0,b,1166.835
office18_0_246_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,0.0,246.0,a,1265.6836666666668
office18_0_246_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,0.0,246.0,b,1351.658333333333
office18_0_82_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,0.0,82.0,a,1279.797
office18_0_82_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,0.0,82.0,b,1373.1999999999998
office18_360_0,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,360.0,0.0,off,1254.4646666666667
office18_360_164_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,360.0,164.0,a,940.3696666666668
office18_360_164_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,360.0,164.0,b,1112.1693333333333
office18_360_246_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,360.0,246.0,a,1030.9383333333333
office18_360_246_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,360.0,246.0,b,1132.103
office18_360_82_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,360.0,82.0,a,1412.0016666666668
office18_360_82_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,360.0,82.0,b,1047.928
office18_660_0,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,660.0,0.0,off,1550.2836666666667
office18_660_164_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,660.0,164.0,a,1240.0356666666664
office18_660_164_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,660.0,164.0,b,1317.5083333333334
office18_660_246_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,660.0,246.0,a,1459.2853333333333
office18_660_246_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,660.0,246.0,b,1543.786666666667
office18_660_82_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,660.0,82.0,a,1660.2183333333332
office18_660_82_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,660.0,82.0,b,1195.3470000000002
office18_960_0,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,960.0,0.0,off,1353.0946666666669
office18_960_164_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,960.0,164.0,a,1555.0036666666665
office18_960_164_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,960.0,164.0,b,1280.7606666666666
office18_960_246_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,960.0,246.0,a,1226.7936666666667
office18_960_246_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,960.0,246.0,b,1597.7866666666666
office18_960_82_aout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,960.0,82.0,a,1234.8436666666666
office18_960_82_bout,office18,3.61,4.016,90.0,5.06,4.016,90.0,3.31,0.985,270.0,4.76,0.985,270.0,6.21,0.985,270.0,9.0,5.0,960.0,82.0,b,1428.8919999999998
office19_0_0,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,0.0,0.0,off,1649.0970000000002
office19_0_164_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,0.0,164.0,a,1762.8623333333333
office19_0_164_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,0.0,164.0,b,2198.802333333333
office19_0_246_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,0.0,246.0,a,2341.319
office19_0_246_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,0.0,246.0,b,1904.5746666666664
office19_0_82_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,0.0,82.0,a,1636.174
office19_0_82_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,0.0,82.0,b,1944.0156666666664
office19_360_0,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,360.0,0.0,off,1346.6513333333337
office19_360_164_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,360.0,164.0,a,1508.5003333333332
office19_360_164_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,360.0,164.0,b,1338.4546666666668
office19_360_246_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,360.0,246.0,a,1626.006666666667
office19_360_246_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,360.0,246.0,b,1352.0213333333334
office19_360_82_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,360.0,82.0,a,1403.524
office19_360_82_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,360.0,82.0,b,1200.5653333333332
office19_660_0,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,660.0,0.0,off,1617.77
office19_660_164_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,660.0,164.0,a,1573.3193333333331
office19_660_164_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,660.0,164.0,b,1430.9566666666667
office19_660_246_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,660.0,246.0,a,1518.489
office19_660_246_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,660.0,246.0,b,1638.5533333333333
office19_660_82_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,660.0,82.0,a,1352.078
office19_660_82_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,660.0,82.0,b,1304.217
office19_960_0,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,960.0,0.0,off,1398.0966666666666
office19_960_164_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,960.0,164.0,a,1796.493333333333
office19_960_164_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,960.0,164.0,b,1970.766333333333
office19_960_246_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,960.0,246.0,a,1639.5676666666668
office19_960_246_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,960.0,246.0,b,1494.994
office19_960_82_aout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,960.0,82.0,a,1687.479
office19_960_82_bout,office19,5.435,4.06,180.0,5.434,2.61,180.0,8.015,3.86,0.0,8.015,2.41,0.0,8.015,0.96,0.0,9.0,5.0,960.0,82.0,b,1661.9183333333333
office20_0_0,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,0.0,0.0,off,2091.8213333333333
office20_0_164_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,0.0,164.0,a,1959.175
office20_0_164_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,0.0,164.0,b,2114.557666666667
office20_0_246_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,0.0,246.0,a,2443.032666666667
office20_0_246_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,0.0,246.0,b,2431.5796666666665
office20_0_82_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,0.0,82.0,a,2273.2180000000003
office20_0_82_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,0.0,82.0,b,2202.8543333333337
office20_360_0,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,360.0,0.0,off,2220.09
office20_360_164_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,360.0,164.0,a,2058.5056666666665
office20_360_164_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,360.0,164.0,b,1714.343
office20_360_246_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,360.0,246.0,a,2017.5666666666664
office20_360_246_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,360.0,246.0,b,1978.2026666666668
office20_360_82_aout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,360.0,82.0,a,2240.085
office20_360_82_bout,office20,5.534,2.61,180.0,5.534,1.16,180.0,7.735,4.04,180.0,7.735,2.59,180.0,7.735,1.14,180.0,9.0,5.0,360.0,82.0,b,2168.866666666667
