,office,1_x,1_y,1_angle,2_x,2_y,2_angle,3_x,3_y,3_angle,4_x,4_y,4_angle,5_x,5_y,5_angle,size_x,size_y,aircon,ventilation,exhaust,countTimeMean_onlyFloating
office5_360_82_aout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,360.0,82.0,a,1632.798
office5_360_82_bout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,360.0,82.0,b,1666.8976666666667
office5_660_0,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,660.0,0.0,off,1510.389
office5_660_164_aout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,660.0,164.0,a,1550.2416666666666
office5_660_164_bout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,660.0,164.0,b,1772.8743333333334
office5_660_246_aout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,660.0,246.0,a,1819.5026666666668
office5_660_246_bout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,660.0,246.0,b,1869.462
office5_660_82_aout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,660.0,82.0,a,1825.8966666666668
office5_660_82_bout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,660.0,82.0,b,1475.2033333333334
office5_960_0,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,960.0,0.0,off,1147.78
office5_960_164_aout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,960.0,164.0,a,1565.506666666667
office5_960_164_bout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,960.0,164.0,b,1608.571333333333
office5_960_246_aout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,960.0,246.0,a,1400.54
office5_960_246_bout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,960.0,246.0,b,1484.263333333333
office5_960_82_aout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,960.0,82.0,a,1417.8770000000002
office5_960_82_bout,office5,4.19,3.575,90.0,2.74,3.575,90.0,1.31,1.266,90.0,2.76,1.266,90.0,4.21,1.266,90.0,6.0,5.5,960.0,82.0,b,1440.3183333333334
office6_0_0,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,0.0,0.0,off,1531.844
office6_0_164_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,0.0,164.0,a,1569.5853333333332
office6_0_164_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,0.0,164.0,b,1247.0663333333334
office6_0_246_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,0.0,246.0,a,1414.7056666666665
office6_0_246_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,0.0,246.0,b,1482.738
office6_0_82_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,0.0,82.0,a,1150.357
office6_0_82_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,0.0,82.0,b,1450.7116666666664
office6_360_0,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,360.0,0.0,off,1403.8056666666666
office6_360_164_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,360.0,164.0,a,1557.2383333333332
office6_360_164_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,360.0,164.0,b,1299.1676666666667
office6_360_246_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,360.0,246.0,a,1451.2663333333337
office6_360_246_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,360.0,246.0,b,1794.6393333333335
office6_360_82_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,360.0,82.0,a,1329.6903333333332
office6_360_82_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,360.0,82.0,b,1720.3663333333334
office6_660_0,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,660.0,0.0,off,1641.8416666666667
office6_660_164_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,660.0,164.0,a,1895.638333333333
office6_660_164_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,660.0,164.0,b,1430.9806666666666
office6_660_246_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,660.0,246.0,a,1991.243333333333
office6_660_246_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,660.0,246.0,b,1651.7886666666666
office6_660_82_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,660.0,82.0,a,1514.8743333333332
office6_660_82_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,660.0,82.0,b,1311.7986666666666
office6_960_0,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,960.0,0.0,off,1890.063
office6_960_164_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,960.0,164.0,a,1820.4796666666668
office6_960_164_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,960.0,164.0,b,1247.837
office6_960_246_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,960.0,246.0,a,1828.9763333333333
office6_960_246_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,960.0,246.0,b,1622.3460000000002
office6_960_82_aout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,960.0,82.0,a,1272.9413333333334
office6_960_82_bout,office6,4.734,0.81,180.0,4.734,2.26,180.0,4.734,3.71,180.0,2.984,2.26,180.0,2.984,0.81,180.0,6.0,5.5,960.0,82.0,b,1110.7706666666666
office7_0_0,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,0.0,0.0,off,3006.293333333333
office7_0_164_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,0.0,164.0,a,2665.3520000000003
office7_0_164_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,0.0,164.0,b,2969.908666666667
office7_0_246_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,0.0,246.0,a,2138.763
office7_0_246_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,0.0,246.0,b,3335.4416666666666
office7_0_82_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,0.0,82.0,a,3034.383666666667
office7_0_82_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,0.0,82.0,b,2756.257333333333
office7_360_0,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,360.0,0.0,off,1751.821
office7_360_164_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,360.0,164.0,a,1384.0696666666668
office7_360_164_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,360.0,164.0,b,1674.9886666666666
office7_360_246_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,360.0,246.0,a,1653.1446666666666
office7_360_246_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,360.0,246.0,b,1782.97
office7_360_82_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,360.0,82.0,a,1995.391
office7_360_82_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,360.0,82.0,b,1633.948
office7_660_0,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,660.0,0.0,off,1662.049
office7_660_164_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,660.0,164.0,a,1719.817
office7_660_164_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,660.0,164.0,b,1904.053666666667
office7_660_246_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,660.0,246.0,a,1631.2396666666666
office7_660_246_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,660.0,246.0,b,2189.7546666666667
office7_660_82_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,660.0,82.0,a,1623.7726666666665
office7_660_82_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,660.0,82.0,b,1738.8560000000002
office7_960_0,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,960.0,0.0,off,1645.6106666666667
office7_960_164_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,960.0,164.0,a,1351.4566666666667
office7_960_164_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,960.0,164.0,b,1444.1093333333336
office7_960_246_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,960.0,246.0,a,1272.75
office7_960_246_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,960.0,246.0,b,1634.42
office7_960_82_aout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,960.0,82.0,a,1513.9836666666667
office7_960_82_bout,office7,1.266,2.29,0.0,3.14,3.059,270.0,4.59,3.059,270.0,4.21,1.141,90.0,2.76,1.141,90.0,9.0,4.0,960.0,82.0,b,1645.2423333333331
office8_0_0,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,0.0,0.0,off,2034.771
office8_0_164_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,0.0,164.0,a,1923.77
office8_0_164_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,0.0,164.0,b,1965.685
office8_0_246_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,0.0,246.0,a,1759.237
office8_0_246_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,0.0,246.0,b,1863.8516666666667
office8_0_82_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,0.0,82.0,a,1968.844
office8_0_82_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,0.0,82.0,b,1982.181333333333
office8_360_0,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,360.0,0.0,off,1787.6503333333333
office8_360_164_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,360.0,164.0,a,1849.245
office8_360_164_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,360.0,164.0,b,1819.703
office8_360_246_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,360.0,246.0,a,1845.783
office8_360_246_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,360.0,246.0,b,2111.597
office8_360_82_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,360.0,82.0,a,1892.2016666666664
office8_360_82_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,360.0,82.0,b,1863.8060000000005
office8_660_0,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,660.0,0.0,off,2026.7543333333333
office8_660_164_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,660.0,164.0,a,1882.1426666666669
office8_660_164_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,660.0,164.0,b,1835.713
office8_660_246_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,660.0,246.0,a,1904.919666666667
office8_660_246_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,660.0,246.0,b,1842.8313333333333
office8_660_82_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,660.0,82.0,a,2096.03
office8_660_82_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,660.0,82.0,b,1894.818
office8_960_0,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,960.0,0.0,off,1804.494333333333
office8_960_164_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,960.0,164.0,a,1805.1240000000005
office8_960_164_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,960.0,164.0,b,1832.1793333333333
office8_960_246_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,960.0,246.0,a,2028.5413333333331
office8_960_246_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,960.0,246.0,b,1990.878333333333
office8_960_82_aout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,960.0,82.0,a,1861.8216666666667
office8_960_82_bout,office8,0.56,3.016,90.0,2.01,3.016,90.0,0.94,0.984,270.0,2.39,0.984,270.0,3.84,0.984,270.0,9.0,4.0,960.0,82.0,b,1764.5773333333332
office9_0_0,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,0.0,0.0,off,1600.3829999999998
office9_0_164_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,0.0,164.0,a,2055.962
office9_0_164_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,0.0,164.0,b,2676.5779999999995
office9_0_246_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,0.0,246.0,a,2246.659
office9_0_246_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,0.0,246.0,b,2063.91
office9_0_82_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,0.0,82.0,a,1815.622
office9_0_82_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,0.0,82.0,b,2236.243
office9_360_0,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,360.0,0.0,off,1601.458
office9_360_164_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,360.0,164.0,a,1809.1896666666669
office9_360_164_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,360.0,164.0,b,1945.7303333333327
office9_360_246_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,360.0,246.0,a,1598.4963333333335
office9_360_246_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,360.0,246.0,b,1754.2810000000002
office9_360_82_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,360.0,82.0,a,1782.256666666667
office9_360_82_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,360.0,82.0,b,2078.065
office9_660_0,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,660.0,0.0,off,1696.8376666666663
office9_660_164_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,660.0,164.0,a,1719.9016666666666
office9_660_164_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,660.0,164.0,b,2120.489333333333
office9_660_246_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,660.0,246.0,a,1614.5853333333332
office9_660_246_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,660.0,246.0,b,2058.268
office9_660_82_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,660.0,82.0,a,1892.6973333333333
office9_660_82_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,660.0,82.0,b,1848.1810000000005
office9_960_0,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,960.0,0.0,off,2042.4586666666669
office9_960_164_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,960.0,164.0,a,1792.8746666666668
office9_960_164_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,960.0,164.0,b,1747.4240000000002
office9_960_246_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,960.0,246.0,a,2076.052
office9_960_246_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,960.0,246.0,b,2151.431
office9_960_82_aout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,960.0,82.0,a,1942.6266666666668
office9_960_82_bout,office9,1.266,2.39,0.0,1.266,0.94,0.0,3.016,2.39,0.0,3.016,0.94,0.0,4.766,0.94,0.0,9.0,4.0,960.0,82.0,b,2076.373
office10_0_0,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,0.0,0.0,off,2218.2093333333337
office10_0_164_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,0.0,164.0,a,2876.1436666666664
office10_0_164_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,0.0,164.0,b,2242.652
office10_0_246_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,0.0,246.0,a,2730.8796666666663
office10_0_246_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,0.0,246.0,b,3152.484
office10_0_82_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,0.0,82.0,a,2692.077333333333
office10_0_82_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,0.0,82.0,b,2188.3083333333334
office10_360_0,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,360.0,0.0,off,1349.606
office10_360_164_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,360.0,164.0,a,1222.3373333333332
office10_360_164_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,360.0,164.0,b,1340.801333333333
office10_360_246_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,360.0,246.0,a,1355.3580000000002
office10_360_246_bout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,360.0,246.0,b,1701.6336666666666
office10_360_82_aout,office10,1.25,3.02,0.0,3.125,3.96,270.0,4.575,3.96,270.0,4.175,2.04,90.0,2.725,2.04,90.0,7.0,6.0,360.0,82.0,a,1003.9593333333336
