casename,num_floating,volume[ml]
office15_960_246_aout_D,5955,0.000100582627
office15_960_246_aout_E,4660,7.82454517e-05
office15_960_246_bout_A,6817,4.25343205e-05
office15_960_246_bout_B,5407,6.00283456e-05
office15_960_246_bout_C,6343,0.000117458796
office15_960_246_bout_D,5104,5.50636396e-05
office15_960_246_bout_E,5961,9.58890814e-05
office15_960_82_aout_A,5167,6.06810136e-05
office15_960_82_aout_B,4595,6.21198051e-05
office15_960_82_aout_C,5954,7.32153349e-05
office15_960_82_aout_D,5590,6.29185088e-05
office15_960_82_aout_E,5593,7.98446199e-05
office15_960_82_bout_A,8138,3.92311485e-05
office15_960_82_bout_B,4299,4.00713325e-05
office15_960_82_bout_C,2815,6.60413061e-05
office15_960_82_bout_D,6401,6.81069869e-05
office15_960_82_bout_E,4423,8.96682832e-05
office7_0_0_A,7861,5.66692797e-05
office7_0_0_B,7828,7.30615793e-05
office7_0_0_C,8035,6.58868448e-05
office7_0_0_D,7886,7.56224763e-05
office7_0_0_E,7367,6.61039958e-05
office7_0_164_aout_A,7093,0.00011556199
office7_0_164_aout_B,7685,0.000117204145
office7_0_164_aout_C,8512,0.000145306709
office7_0_164_aout_D,8457,0.000111952424
office7_0_164_aout_E,6657,0.000105721112
office7_0_164_bout_A,7593,4.23742786e-05
office7_0_164_bout_B,7492,6.41760344e-05
office7_0_164_bout_C,7835,7.23797129e-05
office7_0_164_bout_D,7790,7.62976269e-05
office7_0_164_bout_E,7365,6.81585152e-05
office7_0_246_aout_A,7920,0.000135768729
office7_0_246_aout_B,6882,0.000114824463
office7_0_246_aout_C,7049,0.000140851829
office7_0_246_aout_D,7749,0.000116241754
office7_0_246_aout_E,7244,0.000109604902
office7_0_246_bout_A,6965,4.86118879e-05
office7_0_246_bout_B,7748,7.22375262e-05
office7_0_246_bout_C,7963,5.46293049e-05
office7_0_246_bout_D,6924,6.97317228e-05
office7_0_246_bout_E,7408,7.40913674e-05
office7_0_82_aout_A,7719,6.60964288e-05
office7_0_82_aout_B,6780,4.26082297e-05
office7_0_82_aout_C,7427,5.42699308e-05
office7_0_82_aout_D,8117,0.000120622433
office7_0_82_aout_E,6714,8.12908329e-05
office7_0_82_bout_A,7899,5.45882176e-05
office7_0_82_bout_B,6934,5.31025908e-05
office7_0_82_bout_C,7794,5.68395553e-05
office7_0_82_bout_D,6690,7.92550418e-05
office7_0_82_bout_E,6994,4.92321997e-05
office7_360_0_A,7683,0.000123589241
office7_360_0_B,7477,0.000116205345
office7_360_0_C,4834,3.38433056e-05
office7_360_0_D,3955,3.53881842e-05
office7_360_0_E,7398,0.000118578086
office7_360_164_aout_A,6751,6.93178808e-05
office7_360_164_aout_B,6295,6.99387092e-05
office7_360_164_aout_C,4575,5.1515246e-05
office7_360_164_aout_D,3862,4.22802514e-05
office7_360_164_aout_E,7002,7.86382589e-05
office7_360_164_bout_A,7190,0.000127954016
office7_360_164_bout_B,7242,0.000121036428
office7_360_164_bout_C,4423,4.44284633e-05
office7_360_164_bout_D,4267,4.56491434e-05
office7_360_164_bout_E,7601,0.00012739902
office7_360_246_aout_A,7101,0.000149518077
office7_360_246_aout_B,6198,8.31438956e-05
office7_360_246_aout_C,5711,5.70708871e-05
office7_360_246_aout_D,5755,7.40528849e-05
office7_360_246_aout_E,6791,0.000111767535
office7_360_246_bout_A,7123,7.35473295e-05
office7_360_246_bout_B,6863,0.000123896345
office7_360_246_bout_C,4886,6.25706889e-05
office7_360_246_bout_D,4246,4.78994116e-05
office7_360_246_bout_E,6246,9.83949722e-05
office7_360_82_aout_A,7727,0.00011321839
office7_360_82_aout_B,6034,0.000125857114
office7_360_82_aout_C,5937,5.1768402e-05
office7_360_82_aout_D,4876,5.87633294e-05
office7_360_82_aout_E,7349,0.000108425374
office7_360_82_bout_A,6911,0.00011331767
office7_360_82_bout_B,5923,7.29181265e-05
office7_360_82_bout_C,5746,4.9873157e-05
office7_360_82_bout_D,4960,4.33979076e-05
office7_360_82_bout_E,6065,8.58491258e-05
office7_660_0_A,6624,9.62952981e-05
office7_660_0_B,6113,0.000107774293
office7_660_0_C,6141,4.52452841e-05
office7_660_0_D,5945,9.64354258e-05
office7_660_0_E,5984,0.000103331942
office7_660_164_aout_A,7666,7.95022643e-05
office7_660_164_aout_B,6592,0.000120056851
office7_660_164_aout_C,6448,3.43447173e-05
office7_660_164_aout_D,6378,7.20030075e-05
office7_660_164_aout_E,6820,7.3502466e-05
office7_660_164_bout_A,6826,0.000124429585
office7_660_164_bout_B,5880,0.000108264074
office7_660_164_bout_C,5590,3.60825798e-05
office7_660_164_bout_D,5398,9.32433468e-05
office7_660_164_bout_E,6299,0.000126313113
office7_660_246_aout_A,7329,0.000118226249
office7_660_246_aout_B,5994,0.000101618403
office7_660_246_aout_C,6845,6.70988156e-05
office7_660_246_aout_D,5223,6.98409203e-05
office7_660_246_aout_E,6819,9.7244716e-05
office7_660_246_bout_A,6143,0.000115705421
office7_660_246_bout_B,6347,9.31041141e-05
office7_660_246_bout_C,5434,2.54013448e-05
office7_660_246_bout_D,5177,8.7307737e-05
office7_660_246_bout_E,6045,9.05817578e-05
office7_660_82_aout_A,6376,9.41837716e-05
office7_660_82_aout_B,6761,0.000138616859
office7_660_82_aout_C,5879,2.739103e-05
office7_660_82_aout_D,5269,6.32488591e-05
office7_660_82_aout_E,6382,8.36705221e-05
office7_660_82_bout_A,6893,0.000120406628
office7_660_82_bout_B,6646,0.000116776748
office7_660_82_bout_C,6172,4.44541583e-05
office7_660_82_bout_D,5713,8.76009217e-05
office7_660_82_bout_E,5726,0.000108353488
office7_960_0_A,6226,0.000104392115
office7_960_0_B,5520,3.59112164e-05
office7_960_0_C,5143,5.96670943e-05
office7_960_0_D,5210,9.11664392e-05
office7_960_0_E,6190,9.08636139e-05
office7_960_164_aout_A,6854,0.000133613255
office7_960_164_aout_B,5807,7.35244685e-05
office7_960_164_aout_C,5495,4.81281095e-05
office7_960_164_aout_D,4659,7.12072142e-05
office7_960_164_aout_E,6259,9.36427678e-05
office7_960_164_bout_A,6994,7.00250457e-05
office7_960_164_bout_B,6113,0.000112684735
office7_960_164_bout_C,5542,7.05895582e-05
office7_960_164_bout_D,4591,9.56504082e-05
office7_960_164_bout_E,6847,0.000114214949
office7_960_246_aout_A,5552,9.96104936e-05
office7_960_246_aout_B,5272,8.048577e-05
office7_960_246_aout_C,5018,4.99562047e-05
office7_960_246_aout_D,5623,6.85662526e-05
office7_960_246_aout_E,5939,0.00010562336
office7_960_246_bout_A,6229,7.88493417e-05
office7_960_246_bout_B,6393,0.000117849893
office7_960_246_bout_C,5267,9.10146846e-05
office7_960_246_bout_D,5384,9.97835887e-05
office7_960_246_bout_E,5822,0.000127560692
office7_960_82_aout_A,6488,5.56053819e-05
office7_960_82_aout_B,6019,6.31821604e-05
office7_960_82_aout_C,5077,3.77306606e-05
office7_960_82_aout_D,4829,0.000112416463
office7_960_82_aout_E,6396,0.00012112374
office7_960_82_bout_A,6332,0.000103318067
office7_960_82_bout_B,6239,0.000118927303
office7_960_82_bout_C,5674,7.04711201e-05
office7_960_82_bout_D,5179,0.000118068652
office7_960_82_bout_E,6228,8.17824475e-05
office6_0_0_A,6043,6.15313256e-05
office6_0_0_B,5603,7.53030254e-05
office6_0_0_C,8435,7.52943306e-05
office6_0_0_D,8574,8.36176914e-05
office6_0_0_E,8464,0.000105994419
office6_0_164_aout_A,6969,8.95156991e-05
office6_0_164_aout_B,6068,5.67805109e-05
office6_0_164_aout_C,8584,8.58171843e-05
office6_0_164_aout_D,8546,9.84382204e-05
office6_0_164_aout_E,8494,8.8636094e-05
office6_0_164_bout_A,6833,6.83317776e-05
office6_0_164_bout_B,6160,6.72156457e-05
office6_0_164_bout_C,8526,7.98619876e-05
office6_0_164_bout_D,8273,9.13194672e-05
office6_0_164_bout_E,8293,8.27529948e-05
office6_0_246_aout_A,7320,6.13275988e-05
office6_0_246_aout_B,6873,7.20116077e-05
office6_0_246_aout_C,8575,7.95725064e-05
office6_0_246_aout_D,7821,9.79608594e-05
office6_0_246_aout_E,7948,0.000102969578
office6_0_246_bout_A,6040,7.20787866e-05
office6_0_246_bout_B,7147,6.79155855e-05
office6_0_246_bout_C,8410,6.52678136e-05
office6_0_246_bout_D,8555,0.000109798399
office6_0_246_bout_E,8487,0.000105746731
office6_0_82_aout_A,5246,4.71953936e-05
office6_0_82_aout_B,4682,5.30983452e-05
office6_0_82_aout_C,8253,7.70018814e-05
office6_0_82_aout_D,8661,0.000115601135
office6_0_82_aout_E,8345,0.000112567264
office6_0_82_bout_A,7271,6.57909623e-05
office6_0_82_bout_B,6142,6.0167742e-05
office6_0_82_bout_C,8536,0.000106724081
office6_0_82_bout_D,8559,7.95944434e-05
office6_0_82_bout_E,8056,0.000109687193
office6_360_0_A,6608,6.16989928e-05
office6_360_0_B,5946,5.96194004e-05
office6_360_0_C,6559,6.60165242e-05
office6_360_0_D,7423,9.30774404e-05
office6_360_0_E,8252,0.000117013959
office6_360_164_aout_A,7337,7.25227364e-05
office6_360_164_aout_B,5740,5.06170836e-05
office6_360_164_aout_C,7196,6.43324965e-05
office6_360_164_aout_D,8560,9.0250127e-05
office6_360_164_aout_E,8471,0.000102612525
office6_360_164_bout_A,6105,7.9974976e-05
office6_360_164_bout_B,6159,6.06544454e-05
office6_360_164_bout_C,7046,8.03799339e-05
office6_360_164_bout_D,8541,0.000133663474
office6_360_164_bout_E,8536,0.000152359004
office6_360_246_aout_A,7064,8.15757667e-05
office6_360_246_aout_B,6308,6.59357029e-05
office6_360_246_aout_C,6877,8.18512926e-05
office6_360_246_aout_D,7729,0.000117070194
office6_360_246_aout_E,7748,7.97738176e-05
office6_360_246_bout_A,5436,4.63422148e-05
office6_360_246_bout_B,6113,5.99004052e-05
office6_360_246_bout_C,6912,7.66223311e-05
office6_360_246_bout_D,8736,0.000160016963
office6_360_246_bout_E,8165,0.000108718901
office6_360_82_aout_A,6638,6.39675054e-05
office6_360_82_aout_B,6329,5.04407653e-05
office6_360_82_aout_C,7704,7.25685459e-05
office6_360_82_aout_D,8103,0.000151504806
office6_360_82_aout_E,7436,0.000132064582
office6_360_82_bout_A,4711,5.61744782e-05
office6_360_82_bout_B,6170,5.5588971e-05
office6_360_82_bout_C,6917,7.06848223e-05
office6_360_82_bout_D,8292,8.94803088e-05
office6_360_82_bout_E,8337,0.000106218926
office6_660_0_A,5733,7.45802681e-05
office6_660_0_B,6489,9.25541535e-05
office6_660_0_C,6372,5.03453011e-05
office6_660_0_D,7750,0.000126725296
office6_660_0_E,8681,0.000171839769
office6_660_164_aout_A,6670,6.1903469e-05
office6_660_164_aout_B,6827,9.54209609e-05
office6_660_164_aout_C,6571,6.81653401e-05
office6_660_164_aout_D,7497,0.000109855726
office6_660_164_aout_E,8791,0.00015080467
office6_660_164_bout_A,5519,6.63680767e-05
office6_660_164_bout_B,6374,0.000102557038
office6_660_164_bout_C,5323,8.03158546e-05
office6_660_164_bout_D,8664,0.000133567504
office6_660_164_bout_E,8792,0.000168858518
office6_660_246_aout_A,6246,8.66940754e-05
office6_660_246_aout_B,7008,0.000115906172
office6_660_246_aout_C,7468,8.26775577e-05
office6_660_246_aout_D,8004,7.28185332e-05
office6_660_246_aout_E,8730,0.000164633195
office6_660_246_bout_A,4565,4.64370169e-05
office6_660_246_bout_B,5758,0.000101665661
office6_660_246_bout_C,6118,6.10127463e-05
office6_660_246_bout_D,7490,0.000105958665
office6_660_246_bout_E,8621,0.000112199625
office6_660_82_aout_A,6464,0.000124795246
office6_660_82_aout_B,5969,5.40537767e-05
office6_660_82_aout_C,7234,6.82961181e-05
office6_660_82_aout_D,7790,7.8766745e-05
office6_660_82_aout_E,8775,0.000154239096
office6_660_82_bout_A,5045,0.000118693832
office6_660_82_bout_B,6056,0.000100993842
office6_660_82_bout_C,6419,6.6007291e-05
office6_660_82_bout_D,7101,0.000105663545
office6_660_82_bout_E,8717,0.000122754529
office6_960_0_A,4396,7.97414104e-05
office6_960_0_B,6672,9.28063018e-05
office6_960_0_C,5447,7.97908069e-05
office6_960_0_D,6060,9.7442542e-05
office6_960_0_E,7846,0.000107598666
office6_960_164_aout_A,6835,7.63532298e-05
office6_960_164_aout_B,5405,7.18369774e-05
office6_960_164_aout_C,6365,0.000117572359
office6_960_164_aout_D,6695,0.00011664971
office6_960_164_aout_E,8067,0.000135710259
office6_960_164_bout_A,5249,5.23351591e-05
office6_960_164_bout_B,6291,6.58331846e-05
office6_960_164_bout_C,6229,7.68742102e-05
office6_960_164_bout_D,6126,6.15224853e-05
office6_960_164_bout_E,6687,6.78530196e-05
office6_960_246_aout_A,6698,7.47098093e-05
office6_960_246_aout_B,5234,8.24657982e-05
office6_960_246_aout_C,6546,8.12931248e-05
office6_960_246_aout_D,7670,0.00013735531
office6_960_246_aout_E,7831,0.000164948462
office6_960_246_bout_A,5419,5.66097842e-05
office6_960_246_bout_B,5622,8.5061889e-05
office6_960_246_bout_C,6525,6.67678469e-05
office6_960_246_bout_D,7652,9.07980138e-05
office6_960_246_bout_E,7103,0.000123373247
office6_960_82_aout_A,5035,4.57908209e-05
office6_960_82_aout_B,6081,0.000105076404
office6_960_82_aout_C,6162,0.000116580501
office6_960_82_aout_D,4489,9.67434389e-05
office6_960_82_aout_E,8623,0.000124659025
office6_960_82_bout_A,5701,5.26437034e-05
office6_960_82_bout_B,5097,0.000108369619
office6_960_82_bout_C,7005,8.00517082e-05
office6_960_82_bout_D,7574,0.000149045067
office6_960_82_bout_E,7102,0.000117501462
office28_0_0_A,7998,6.65064726e-05
office28_0_0_B,7541,6.39913123e-05
office28_0_0_C,7039,6.14490127e-05
office28_0_0_D,6804,3.9720886e-05
office28_0_0_E,7259,6.85514315e-05
office28_0_164_aout_A,7928,5.39220127e-05
office28_0_164_aout_B,6957,4.49576837e-05
office28_0_164_aout_C,7642,3.81190148e-05
office28_0_164_aout_D,7813,5.01702889e-05
office28_0_164_aout_E,6851,4.15271752e-05
office28_0_164_bout_A,7615,8.76837803e-05
office28_0_164_bout_B,6893,6.09615236e-05
office28_0_164_bout_C,7794,6.1106708e-05
office28_0_164_bout_D,7656,5.46890005e-05
office28_0_164_bout_E,6527,6.75161791e-05
office28_0_246_aout_A,7808,4.35567017e-05
office28_0_246_aout_B,7749,5.96918253e-05
office28_0_246_aout_C,8098,6.69931615e-05
office28_0_246_aout_D,7835,4.95799977e-05
office28_0_246_aout_E,7411,5.0078288e-05
office28_0_246_bout_A,6588,8.23349183e-05
office28_0_246_bout_B,7265,8.25924144e-05
office28_0_246_bout_C,8087,7.96998065e-05
office28_0_246_bout_D,7987,7.67646707e-05
office28_0_246_bout_E,7363,0.000133796886
office28_0_82_aout_A,8008,6.53005263e-05
office28_0_82_aout_B,7587,6.32996453e-05
office28_0_82_aout_C,6625,5.45740768e-05
office28_0_82_aout_D,6720,4.71364037e-05
office28_0_82_aout_E,6988,5.4964923e-05
office28_0_82_bout_A,8422,8.49455828e-05
office28_0_82_bout_B,8052,9.89375912e-05
office28_0_82_bout_C,7792,5.56026462e-05
office28_0_82_bout_D,7286,5.17416083e-05
office28_0_82_bout_E,7585,5.76127641e-05
office28_360_0_A,8338,0.000113633359
office28_360_0_B,7126,7.4037489e-05
office28_360_0_C,7062,6.477438e-05
office28_360_0_D,7752,6.34671451e-05
office28_360_0_E,7117,6.18296108e-05
office28_360_164_aout_A,8448,0.000140879041
office28_360_164_aout_B,7855,7.56014342e-05
office28_360_164_aout_C,6288,4.16947441e-05
office28_360_164_aout_D,6689,6.81516394e-05
office28_360_164_aout_E,7292,7.17430958e-05
office28_360_164_bout_A,7797,0.00010449432
office28_360_164_bout_B,7335,0.000121959019
office28_360_164_bout_C,7590,6.95268754e-05
office28_360_164_bout_D,8081,0.000107411797
office28_360_164_bout_E,6854,6.66676569e-05
office28_360_246_aout_A,7686,9.05233246e-05
office28_360_246_aout_B,7826,7.39405805e-05
office28_360_246_aout_C,7028,4.34686008e-05
office28_360_246_aout_D,6703,8.2090206e-05
office28_360_246_aout_E,6880,9.44637213e-05
office28_360_246_bout_A,8129,0.000137001334
office28_360_246_bout_B,7674,7.75992012e-05
office28_360_246_bout_C,7423,6.32344527e-05
office28_360_246_bout_D,7851,8.28794291e-05
office28_360_246_bout_E,7170,8.65501279e-05
office28_360_82_aout_A,8545,0.000115328745
office28_360_82_aout_B,6969,7.98996043e-05
office28_360_82_aout_C,6835,5.72599129e-05
office28_360_82_aout_D,7125,6.60577571e-05
office28_360_82_aout_E,7615,6.28896814e-05
office28_360_82_bout_A,8378,0.000135405688
office28_360_82_bout_B,6777,6.39091959e-05
office28_360_82_bout_C,7476,7.65641598e-05
office28_360_82_bout_D,7879,0.000108331275
office28_360_82_bout_E,7024,5.10764803e-05
office28_660_0_A,6157,5.8861071e-05
office28_660_0_B,6669,6.62232924e-05
office28_660_0_C,6236,5.24856041e-05
office28_660_0_D,6185,5.18261331e-05
office28_660_0_E,6879,6.15894169e-05
office28_660_164_aout_A,6467,6.96320858e-05
office28_660_164_aout_B,7311,7.78140602e-05
office28_660_164_aout_C,5720,4.52241293e-05
office28_660_164_aout_D,6313,6.30704453e-05
office28_660_164_aout_E,7068,9.91008055e-05
office28_660_164_bout_A,7804,0.000103858205
office28_660_164_bout_B,6825,0.000143457408
office28_660_164_bout_C,6435,9.7613316e-05
office28_660_164_bout_D,5969,4.56550188e-05
office28_660_164_bout_E,7065,0.000101122634
office28_660_246_aout_A,6876,6.6192435e-05
office28_660_246_aout_B,6505,7.92162173e-05
office28_660_246_aout_C,6810,5.14860549e-05
office28_660_246_aout_D,6618,6.58031058e-05
office28_660_246_aout_E,7335,8.12235085e-05
office28_660_246_bout_A,7933,9.92216083e-05
office28_660_246_bout_B,7176,0.000113510039
office28_660_246_bout_C,6566,4.80879899e-05
office28_660_246_bout_D,6619,9.97424359e-05
office28_660_246_bout_E,6815,0.000109530716
office28_660_82_aout_A,5643,9.32664043e-05
office28_660_82_aout_B,6783,6.55901895e-05
office28_660_82_aout_C,6296,7.70655606e-05
office28_660_82_aout_D,6334,4.70346204e-05
office28_660_82_aout_E,7561,0.00014361988
office28_660_82_bout_A,7706,0.000106705251
office28_660_82_bout_B,7834,0.000139086289
office28_660_82_bout_C,5963,4.27886771e-05
office28_660_82_bout_D,5355,6.4514883e-05
office28_660_82_bout_E,8174,0.000176795947
office28_960_0_A,7468,0.00011694523
office28_960_0_B,5860,9.60964899e-05
office28_960_0_C,5442,8.17136606e-05
office28_960_0_D,5917,7.98775e-05
office28_960_0_E,6267,6.41096049e-05
office28_960_164_aout_A,7041,8.31334546e-05
office28_960_164_aout_B,6782,9.12128307e-05
office28_960_164_aout_C,4825,7.31387554e-05
office28_960_164_aout_D,5158,5.42932976e-05
office28_960_164_aout_E,6636,7.93938525e-05
office28_960_164_bout_A,8230,0.000118672666
office28_960_164_bout_B,6450,0.000113219925
office28_960_164_bout_C,3909,7.64689539e-05
office28_960_164_bout_D,4575,6.82940226e-05
office28_960_164_bout_E,6145,6.73238392e-05
office28_960_246_aout_A,5876,0.000101234313
office28_960_246_aout_B,5458,5.86059032e-05
office28_960_246_aout_C,5506,9.61707265e-05
office28_960_246_aout_D,5201,0.000109692352
office28_960_246_aout_E,5833,4.93114821e-05
office28_960_246_bout_A,7741,0.000102895749
office28_960_246_bout_B,6746,0.000139439129
office28_960_246_bout_C,4722,8.49888311e-05
office28_960_246_bout_D,4972,7.39094467e-05
office28_960_246_bout_E,6656,0.000127284278
office28_960_82_aout_A,7254,9.49133537e-05
office28_960_82_aout_B,6292,8.52642552e-05
office28_960_82_aout_C,4737,6.88837608e-05
office28_960_82_aout_D,5122,6.07417132e-05
office28_960_82_aout_E,6780,7.12439578e-05
office28_960_82_bout_A,7110,0.000108731605
office28_960_82_bout_B,6494,8.11754799e-05
office28_960_82_bout_C,4305,7.36034126e-05
office28_960_82_bout_D,4266,7.2218907e-05
office28_960_82_bout_E,6583,9.80744444e-05
office8_0_0_A,6976,4.12470326e-05
office8_0_0_B,8001,8.30133213e-05
office8_0_0_C,7399,5.4930686e-05
office8_0_0_D,6718,6.42860032e-05
office8_0_0_E,7299,5.20587528e-05
office8_0_164_aout_A,6086,5.92688739e-05
office8_0_164_aout_B,6234,4.84822049e-05
office8_0_164_aout_C,6724,5.23422423e-05
office8_0_164_aout_D,5870,5.28179844e-05
office8_0_164_aout_E,7396,8.25567913e-05
office8_0_164_bout_A,7916,5.83778783e-05
office8_0_164_bout_B,7982,7.90163467e-05
office8_0_164_bout_C,7316,5.9721755e-05
office8_0_164_bout_D,6731,7.70572369e-05
office8_0_164_bout_E,7210,7.58194074e-05
office8_0_246_aout_A,6616,4.88733458e-05
office8_0_246_aout_B,7729,6.41674123e-05
office8_0_246_aout_C,5934,6.05018067e-05
office8_0_246_aout_D,6601,5.24849456e-05
office8_0_246_aout_E,6239,5.71575802e-05
office8_0_246_bout_A,6614,5.68244795e-05
office8_0_246_bout_B,7967,7.52571505e-05
office8_0_246_bout_C,7163,9.17439174e-05
office8_0_246_bout_D,5774,7.04338236e-05
office8_0_246_bout_E,8214,9.20905077e-05
office8_0_82_aout_A,6920,4.66421625e-05
office8_0_82_aout_B,5974,7.49895626e-05
office8_0_82_aout_C,6488,7.84576478e-05
office8_0_82_aout_D,6657,4.18780182e-05
office8_0_82_aout_E,7406,5.54913604e-05
office8_0_82_bout_A,5437,3.50620721e-05
office8_0_82_bout_B,7062,6.8625588e-05
office8_0_82_bout_C,5473,6.01148422e-05
office8_0_82_bout_D,6099,7.20422177e-05
office8_0_82_bout_E,8244,8.03861985e-05
office8_360_0_A,6934,5.96633145e-05
office8_360_0_B,5269,3.84557716e-05
office8_360_0_C,7218,5.59615255e-05
office8_360_0_D,6857,5.39044304e-05
office8_360_0_E,6037,5.2629428e-05
office8_360_164_aout_A,7009,5.65868177e-05
office8_360_164_aout_B,8130,4.98412373e-05
office8_360_164_aout_C,6009,6.04717534e-05
office8_360_164_aout_D,7302,6.27276459e-05
office8_360_164_aout_E,7533,6.14623423e-05
office8_360_164_bout_A,6781,5.4038861e-05
office8_360_164_bout_B,7514,6.55004042e-05
office8_360_164_bout_C,7756,6.59507496e-05
office8_360_164_bout_D,5865,3.38190803e-05
office8_360_164_bout_E,7186,7.35270878e-05
office8_360_246_aout_A,7091,5.76881612e-05
office8_360_246_aout_B,6698,4.58866562e-05
office8_360_246_aout_C,6899,5.22425471e-05
office8_360_246_aout_D,6901,8.68280185e-05
office8_360_246_aout_E,6671,5.61972411e-05
office8_360_246_bout_A,7049,6.52470335e-05
office8_360_246_bout_B,7452,5.83854453e-05
office8_360_246_bout_C,6808,5.05985408e-05
office8_360_246_bout_D,6665,3.92260226e-05
office8_360_246_bout_E,6968,6.29942951e-05
office8_360_82_aout_A,7880,6.76211275e-05
office8_360_82_aout_B,7431,7.49688115e-05
office8_360_82_aout_C,6059,6.51280134e-05
office8_360_82_aout_D,5642,6.45513501e-05
office8_360_82_aout_E,7637,8.11796563e-05
office8_360_82_bout_A,7627,6.15768804e-05
office8_360_82_bout_B,6691,7.19442469e-05
office8_360_82_bout_C,5271,5.28013406e-05
office8_360_82_bout_D,4956,6.48916975e-05
office8_360_82_bout_E,6893,5.38114436e-05
office8_660_0_A,7268,5.21130096e-05
office8_660_0_B,7388,6.82773098e-05
office8_660_0_C,6843,6.14228993e-05
office8_660_0_D,7460,4.60657902e-05
office8_660_0_E,7088,7.08903171e-05
office8_660_164_aout_A,7170,7.71690029e-05
office8_660_164_aout_B,7640,7.47424492e-05
office8_660_164_aout_C,7343,3.85749736e-05
office8_660_164_aout_D,7282,3.33306816e-05
office8_660_164_aout_E,4311,5.86667629e-05
office8_660_164_bout_A,7103,5.59230248e-05
office8_660_164_bout_B,7099,6.69239016e-05
office8_660_164_bout_C,7482,4.65329213e-05
office8_660_164_bout_D,7633,3.30171024e-05
office8_660_164_bout_E,7027,6.44374886e-05
office8_660_246_aout_A,7697,8.72138335e-05
office8_660_246_aout_B,8328,6.28919806e-05
office8_660_246_aout_C,7012,6.03478038e-05
office8_660_246_aout_D,6337,4.74712433e-05
office8_660_246_aout_E,5847,5.43226379e-05
office8_660_246_bout_A,7416,5.3770189e-05
office8_660_246_bout_B,7742,7.02475736e-05
office8_660_246_bout_C,7326,7.65523801e-05
office8_660_246_bout_D,7161,7.79913753e-05
office8_660_246_bout_E,3783,6.00143248e-05
office8_660_82_aout_A,6877,5.95853526e-05
office8_660_82_aout_B,7418,5.31799924e-05
office8_660_82_aout_C,7083,4.25307917e-05
office8_660_82_aout_D,6732,3.60645536e-05
office8_660_82_aout_E,6809,4.72699903e-05
office8_660_82_bout_A,7413,5.83914261e-05
office8_660_82_bout_B,8144,7.95202286e-05
office8_660_82_bout_C,6678,6.86714629e-05
office8_660_82_bout_D,7265,4.62981807e-05
office8_660_82_bout_E,5899,5.9532973e-05
office8_960_0_A,7374,3.7411337e-05
office8_960_0_B,7559,6.09518793e-05
office8_960_0_C,7342,4.84950324e-05
office8_960_0_D,7716,9.83837235e-05
office8_960_0_E,5670,7.10994937e-05
office8_960_164_aout_A,7587,5.30687284e-05
office8_960_164_aout_B,7442,5.24839743e-05
office8_960_164_aout_C,6582,6.30736831e-05
office8_960_164_aout_D,7113,6.42720988e-05
office8_960_164_aout_E,3995,9.32996991e-05
office8_960_164_bout_A,7162,6.41942024e-05
office8_960_164_bout_B,7806,6.43139501e-05
office8_960_164_bout_C,7298,4.89816557e-05
office8_960_164_bout_D,6217,5.4885124e-05
office8_960_164_bout_E,3641,6.05224559e-05
office8_960_246_aout_A,7322,5.89864248e-05
office8_960_246_aout_B,7533,5.13208215e-05
office8_960_246_aout_C,6099,6.7205925e-05
office8_960_246_aout_D,7550,7.62343916e-05
office8_960_246_aout_E,5500,0.000101079531
office8_960_246_bout_A,7607,7.60373296e-05
office8_960_246_bout_B,5997,4.85252895e-05
office8_960_246_bout_C,6192,4.66168167e-05
office8_960_246_bout_D,6977,9.17031575e-05
office8_960_246_bout_E,5624,8.33382583e-05
office8_960_82_aout_A,7403,5.40540641e-05
office8_960_82_aout_B,7436,6.65348125e-05
office8_960_82_aout_C,6954,7.99760892e-05
office8_960_82_aout_D,6515,5.6600169e-05
office8_960_82_aout_E,5837,9.33580304e-05
office8_960_82_bout_A,7475,5.1455474e-05
office8_960_82_bout_B,7124,4.81556308e-05
office8_960_82_bout_C,7362,7.03439509e-05
office8_960_82_bout_D,6750,6.00769235e-05
office8_960_82_bout_E,6107,0.00010930073
office2_0_0_A,8454,7.13792469e-05
office2_0_0_B,8322,6.49343128e-05
office2_0_0_C,8349,7.91479397e-05
office2_0_0_D,7263,3.46669658e-05
office2_0_0_E,8166,7.70717161e-05
office2_0_164_aout_A,8371,6.43427411e-05
office2_0_164_aout_B,8255,6.00631611e-05
office2_0_164_aout_C,7936,7.43995624e-05
office2_0_164_aout_D,7771,5.6908375e-05
office2_0_164_aout_E,7426,6.54346004e-05
office2_0_164_bout_A,8396,7.13373811e-05
office2_0_164_bout_B,8413,5.92934921e-05
office2_0_164_bout_C,5872,5.59897562e-05
office2_0_164_bout_D,7585,5.18262423e-05
office2_0_164_bout_E,8382,8.45955801e-05
office2_0_246_aout_A,8381,6.86778803e-05
office2_0_246_aout_B,8132,4.62439166e-05
office2_0_246_aout_C,7621,4.51014603e-05
office2_0_246_aout_D,7828,6.86210769e-05
office2_0_246_aout_E,7262,4.65420017e-05
office2_0_246_bout_A,8513,7.04007034e-05
office2_0_246_bout_B,8431,9.31983304e-05
office2_0_246_bout_C,7315,0.000100146695
office2_0_246_bout_D,3793,8.21062349e-05
office2_0_246_bout_E,8270,6.46558838e-05
office2_0_82_aout_A,8505,7.24628044e-05
office2_0_82_aout_B,8329,6.22497537e-05
