casename,num_drop,volume[ml],RoI
office3_0_0,4067.4,4.293703242e-05,123.25454545454545
office3_0_164_aout,3832.2,4.68820057e-05,116.12727272727273
office3_0_164_bout,4365.6,4.488409394e-05,132.29090909090908
office3_0_246_aout,4246.2,4.224795448e-05,128.67272727272726
office3_0_246_bout,3297.4,4.353491714e-05,99.92121212121212
office3_0_82_aout,3669.8,4.071098084000001e-05,111.2060606060606
office3_0_82_bout,3319.8,3.480161322e-05,100.6
office3_360_0,4408.4,4.3984317020000005e-05,133.5878787878788
office3_360_164_aout,3868.4,5.295234949999999e-05,117.22424242424245
office3_360_164_bout,3745.0,4.2586810020000004e-05,113.48484848484847
office3_360_246_aout,3203.2,4.418459866e-05,97.06666666666668
office3_360_246_bout,3959.2,4.6921194720000005e-05,119.9757575757576
office3_360_82_aout,3548.2,5.719735064e-05,107.52121212121213
office3_360_82_bout,3579.2,5.390449223999999e-05,108.46060606060605
office3_660_0,3351.8,4.1575948308000005e-05,101.56969696969698
office3_660_164_aout,2531.8,4.59743529e-05,76.72121212121212
office3_660_164_bout,3086.4,4.45344478e-05,93.52727272727273
office3_660_246_aout,3525.6,7.071236784e-05,106.83636363636364
office3_660_246_bout,2482.6,3.925767068e-05,75.23030303030302
office3_660_82_aout,3458.8,6.476822534e-05,104.81212121212123
office3_660_82_bout,4057.4,3.74105868e-05,122.95151515151517
office3_960_0,3104.6,6.043712419999999e-05,94.07878787878788
office3_960_164_aout,2939.0,5.3464823579999996e-05,89.06060606060606
office3_960_164_bout,3342.2,6.24239692e-05,101.27878787878788
office3_960_246_aout,2386.6,5.880860701999999e-05,72.32121212121211
office3_960_246_bout,2503.6,5.152975064e-05,75.86666666666667
office3_960_82_aout,3753.8,6.143602076e-05,113.75151515151515
office3_960_82_bout,3063.8,4.175499816e-05,92.84242424242424
office28_0_0,5700.4,6.101256148e-05,100.00701754385965
office28_0_164_aout,5510.0,4.4967351279999993e-05,96.66666666666666
office28_0_164_bout,5969.2,6.445153334e-05,104.72280701754387
office28_0_246_aout,5382.2,4.536272536e-05,94.42456140350878
office28_0_246_bout,5545.6,8.211658924e-05,97.29122807017544
office28_0_82_aout,4933.0,6.024652392e-05,86.54385964912281
office28_0_82_bout,5543.0,6.522197509999999e-05,97.24561403508773
office28_360_0,6199.6,6.0259527500000013e-05,108.76491228070176
office28_360_164_aout,5921.2,6.0330049419999993e-05,103.88070175438597
office28_360_164_bout,7205.0,7.556320418000001e-05,126.40350877192982
office28_360_246_aout,5776.2,5.86283175e-05,101.33684210526317
office28_360_246_bout,6049.0,5.670352001999999e-05,106.12280701754386
office28_360_82_aout,6003.8,6.342562156e-05,105.32982456140351
office28_360_82_bout,6693.8,6.553100832e-05,117.43508771929824
office28_660_0,5288.2,3.50540222e-05,92.77543859649123
office28_660_164_aout,5720.2,5.4893780919999995e-05,100.35438596491228
office28_660_164_bout,6513.2,6.846094772e-05,114.26666666666668
office28_660_246_aout,6668.2,6.493177061999999e-05,116.9859649122807
office28_660_246_bout,6594.4,9.374059456000001e-05,115.69122807017543
office28_660_82_aout,6583.2,6.666613478e-05,115.49473684210527
office28_660_82_bout,6207.6,8.581705504e-05,108.90526315789475
office28_960_0,6136.2,7.841325572e-05,107.65263157894738
office28_960_164_aout,5673.0,6.369046058e-05,99.52631578947368
office28_960_164_bout,5532.0,7.505373723999999e-05,97.05263157894737
office28_960_246_aout,5467.8,7.365424976e-05,95.92631578947369
office28_960_246_bout,6491.2,0.00010925173858000002,113.88070175438595
office28_960_82_aout,5897.0,8.421807078e-05,103.45614035087719
office28_960_82_bout,6593.2,8.9507462e-05,115.67017543859647
office16_0_0,5706.8,4.5255393719999995e-05,126.81777777777779
office16_0_164_aout,5521.0,6.713903346000001e-05,122.6888888888889
office16_0_164_bout,5865.4,6.0641698659999996e-05,130.3422222222222
office16_0_246_aout,6184.0,6.591476626e-05,137.42222222222222
office16_0_246_bout,5981.2,4.71616804e-05,132.91555555555556
office16_0_82_aout,5570.8,5.9598153880000004e-05,123.79555555555555
office16_0_82_bout,6495.0,5.701921108e-05,144.33333333333331
office16_360_0,4231.8,4.94652634e-05,94.04
office16_360_164_aout,5062.2,6.591629166000001e-05,112.49333333333331
office16_360_164_bout,4925.6,5.864774360800001e-05,109.4577777777778
office16_360_246_aout,5637.8,7.151253857999999e-05,125.28444444444445
office16_360_246_bout,4726.0,5.45816785e-05,105.02222222222221
office16_360_82_aout,5292.8,5.660644542e-05,117.61777777777779
office16_360_82_bout,5199.6,5.581624844e-05,115.54666666666667
office16_660_0,5278.2,5.287355744e-05,117.29333333333334
office16_660_164_aout,4937.2,6.670896480000001e-05,109.71555555555555
office16_660_164_bout,4458.6,4.5458320179999996e-05,99.08
office16_660_246_aout,5727.8,8.337435432000001e-05,127.28444444444445
office16_660_246_bout,5308.6,5.930537017999999e-05,117.96888888888888
office16_660_82_aout,4786.4,4.542952956e-05,106.36444444444444
office16_660_82_bout,5276.6,4.449080334000001e-05,117.25777777777778
office16_960_0,6172.4,6.137801902e-05,137.16444444444443
office16_960_164_aout,5493.6,6.527300612e-05,122.08
office16_960_164_bout,6085.2,7.132830644e-05,135.22666666666666
office16_960_246_aout,6364.0,9.079268552e-05,141.42222222222225
office16_960_246_bout,6027.2,7.445697848e-05,133.93777777777777
office16_960_82_aout,6211.2,7.374697808e-05,138.0266666666667
office16_960_82_bout,5483.6,7.371243484e-05,121.85777777777778
office22_0_0,4458.2,5.5490058e-05,80.69140271493214
office22_0_164_aout,4463.8,3.206481378e-05,80.79276018099547
office22_0_164_bout,5677.6,6.028947682e-05,102.76199095022625
office22_0_246_aout,4919.6,5.0627499520000004e-05,89.04253393665158
office22_0_246_bout,5847.0,5.951191778000001e-05,105.82805429864251
office22_0_82_aout,5552.6,4.704062446e-05,100.49954751131222
office22_0_82_bout,4758.6,3.9680106419999996e-05,86.12850678733032
office22_360_0,2673.8,1.7723438747999997e-05,48.394570135746605
office22_360_164_aout,3192.4,2.5113933768e-05,57.780995475113116
office22_360_164_bout,4360.0,3.7728891016000004e-05,78.91402714932127
office22_360_246_aout,3873.2,3.1585189200000004e-05,70.10316742081447
office22_360_246_bout,3954.4,3.40591023e-05,71.57285067873303
office22_360_82_aout,4332.8,3.1395266019999994e-05,78.42171945701357
office22_360_82_bout,2487.2,2.155322562e-05,45.01719457013574
office22_660_0,2978.6,2.8638468946e-05,53.91131221719458
office22_660_164_aout,3867.6,4.2287464124e-05,70.00180995475114
office22_660_164_bout,4314.8,5.1451764739999996e-05,78.09592760180995
office22_660_246_aout,3834.0,3.423461892e-05,69.39366515837104
office22_660_246_bout,4174.4,4.6364611260000006e-05,75.55475113122172
office22_660_82_aout,2589.6,2.1270641212e-05,46.87058823529412
office22_660_82_bout,3269.6,3.9216248038e-05,59.17828054298642
office22_960_0,3708.4,4.2672524062e-05,67.12036199095023
office22_960_164_aout,3747.8,4.258431944e-05,67.83348416289593
office22_960_164_bout,4039.6,4.901361826e-05,73.11493212669684
office22_960_246_aout,4099.8,4.839005114e-05,74.20452488687782
office22_960_246_bout,4858.6,5.976580798e-05,87.93846153846155
office22_960_82_aout,3085.2,4.690462524799999e-05,55.84072398190044
office22_960_82_bout,3912.6,5.580429252e-05,70.81628959276017
office2_0_0,4676.6,4.5759912066e-05,141.71515151515152
office2_0_164_aout,7121.6,4.716073782e-05,215.8060606060606
office2_0_164_bout,4197.0,4.631717238e-05,127.18181818181816
office2_0_246_aout,5918.8,4.426182824e-05,179.35757575757575
office2_0_246_bout,5479.0,6.330653342e-05,166.03030303030306
office2_0_82_aout,6361.2,5.4033871119999996e-05,192.76363636363638
office2_0_82_bout,6027.0,4.697311452e-05,182.63636363636365
office2_360_0,5336.8,5.636789054599999e-05,161.72121212121212
office2_360_164_aout,5506.4,5.189129042000001e-05,166.86060606060607
office2_360_164_bout,4604.0,5.283373292e-05,139.51515151515153
office2_360_246_aout,4148.4,3.9760830810000005e-05,125.7090909090909
office2_360_246_bout,6589.0,7.306763348e-05,199.66666666666666
office2_360_82_aout,4474.6,3.725831428e-05,135.59393939393937
office2_360_82_bout,5357.6,2.93851099e-05,162.35151515151514
office2_660_0,6739.0,5.4816990440000006e-05,204.21212121212122
office2_660_164_aout,7105.4,7.02384983e-05,215.3151515151515
office2_660_164_bout,4013.8,4.6436423714000003e-05,121.63030303030303
office2_660_246_aout,6569.0,6.826739916e-05,199.06060606060606
office2_660_246_bout,4803.4,4.158740104e-05,145.55757575757576
office2_660_82_aout,6309.2,6.362629164e-05,191.1878787878788
office2_660_82_bout,4837.8,4.060321262e-05,146.6
office2_960_0,6578.2,6.716834644000001e-05,199.33939393939391
office2_960_164_aout,5775.8,6.0347223580000003e-05,175.02424242424243
office2_960_164_bout,6006.6,8.465212750000001e-05,182.01818181818183
office2_960_246_aout,6699.0,0.00010646042873999998,203.0
