0_0,0_164_aout,0_164_bout,0_246_aout,0_246_bout,0_82_aout,0_82_bout,360_0,360_164_aout,360_164_bout,360_246_aout,360_246_bout,360_82_aout,360_82_bout,660_0,660_164_aout,660_164_bout,660_246_aout,660_246_bout,660_82_aout,660_82_bout,960_0,960_164_aout,960_164_bout,960_246_aout,960_246_bout,960_82_aout,960_82_bout
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9682.4,9638.8,9880.2,9620.6,9706.8,9686.6,9827.8,9602.4,9592.0,9525.2,9607.0,9604.2,9733.6,9686.4,9244.4,9702.4,8843.8,9120.6,9343.4,9544.8,9183.8,9420.0,9657.0,9279.6,9646.2,9309.8,9301.2,9395.2
8623.6,8300.2,8758.4,8290.8,8480.0,8475.6,8640.4,8070.2,8107.8,8192.4,8202.8,7880.6,8262.6,8231.6,7611.2,8007.2,6907.2,7841.2,7560.8,7581.8,7589.0,7702.0,8545.0,7582.4,8087.8,7777.4,7981.2,7452.0
7224.6,7410.8,7180.4,7121.4,6749.4,7624.0,7301.0,6983.8,7069.6,7263.0,6883.2,7086.4,7393.8,7543.0,6984.6,6978.4,5541.6,6995.6,6856.0,6715.4,6566.4,6423.4,7877.6,6199.4,7107.0,6588.8,7091.6,6180.0
6354.6,6090.0,6076.8,5718.4,5647.4,6616.8,6337.8,6100.2,6268.4,6551.6,5957.2,6304.4,6938.6,6832.4,6763.6,6561.2,4410.2,6275.4,6340.6,6012.4,5542.0,6122.4,7310.6,5216.6,6307.4,5484.6,6182.2,5652.2
6048.4,5536.2,5442.8,5130.0,5103.8,6341.6,5721.8,5570.0,5800.8,6174.0,5613.0,5814.0,6430.4,5996.0,6465.2,6042.0,4022.2,5878.2,6050.6,5347.2,4960.2,5877.4,6708.8,4443.0,5943.2,4737.8,5859.4,5355.2
5675.6,5265.6,4876.4,4660.6,4638.2,6029.6,5237.6,5017.8,5394.4,5901.2,5395.0,5528.4,5584.8,5633.0,6243.2,5616.8,3804.8,5433.8,5844.2,4960.8,4691.6,5730.4,6494.6,4089.8,5916.2,4257.4,5641.2,4954.2
5362.0,4917.2,4589.8,4300.0,4230.8,5827.8,5076.0,4572.4,5042.4,5596.0,5030.8,5270.2,5249.8,5421.6,6003.4,5345.0,3578.8,5162.6,5501.0,4923.0,4475.0,5737.8,6226.8,3783.0,5699.0,3999.8,5268.4,4616.8
5082.0,4647.0,4361.6,4134.4,3937.6,5725.4,5035.4,4310.6,4911.2,5336.4,4828.0,4935.4,5040.4,5246.4,5829.0,5087.0,3346.4,4863.0,5157.0,4763.4,4311.6,5660.2,5947.0,3521.0,5580.6,3724.8,4807.2,4327.8
4879.2,4466.2,4219.0,4012.8,3774.4,5569.2,4908.0,4149.2,4867.2,5005.8,4608.6,4572.4,4638.2,4939.2,5520.4,4946.6,3085.8,4611.2,4829.8,4513.0,4245.0,5564.4,5659.2,3265.2,5487.6,3579.2,4440.0,4046.2
4750.0,4376.6,4069.2,3908.0,3592.0,5119.8,4770.4,4052.6,4783.0,4752.6,4396.8,4326.0,4394.8,4741.8,5217.0,4765.6,2907.0,4476.0,4439.0,4209.6,4209.8,5445.4,5473.8,3025.0,5311.4,3348.0,4091.8,3773.4
4635.8,4307.4,3953.4,3749.8,3465.0,4833.6,4691.4,3929.4,4712.2,4498.6,4205.4,4151.4,4183.4,4648.2,5031.0,4604.4,2792.6,4403.0,4099.8,4079.0,4118.2,5380.6,5384.2,2863.4,5187.8,3203.8,3823.2,3513.2
4514.2,4254.6,3850.0,3551.4,3370.0,4601.0,4557.8,3786.2,4533.6,4335.2,4098.2,4027.0,3995.0,4547.2,4911.6,4450.4,2781.2,4211.6,3971.0,3957.6,4075.0,5242.6,5235.0,2744.2,5001.2,3127.0,3520.2,3249.8
4397.4,4215.6,3789.6,3414.4,3296.2,4399.0,4408.0,3642.8,4380.6,4205.6,4009.6,3892.4,3866.4,4442.0,4744.0,4338.8,2750.2,4067.8,3859.4,3798.4,3961.6,5036.8,5087.8,2675.0,4838.2,3021.8,3166.8,2973.2
4259.6,4183.6,3719.0,3368.2,3243.6,4244.4,4298.4,3526.0,4258.6,4105.8,3914.2,3753.8,3761.0,4379.6,4614.0,4302.0,2768.2,3906.4,3764.4,3701.2,3841.8,4868.6,4975.8,2625.4,4621.2,2945.2,3005.4,2816.2
4106.0,4097.0,3649.4,3284.2,3162.4,4157.2,4238.8,3395.6,4178.8,4005.6,3834.0,3626.4,3669.8,4319.8,4504.2,4255.8,2739.8,3813.6,3684.0,3671.2,3751.6,4767.4,4834.0,2592.6,4509.4,2851.6,2884.0,2665.8
3925.2,4050.0,3576.4,3275.8,3119.0,4100.2,4186.0,3332.8,4104.4,3941.0,3726.0,3579.4,3572.4,4250.8,4407.8,4213.4,2728.6,3718.4,3624.0,3561.6,3637.2,4618.0,4648.4,2551.4,4364.4,2767.4,2789.0,2553.6
