0_0,0_164_aout,0_164_bout,0_246_aout,0_246_bout,0_82_aout,0_82_bout,360_0,360_164_aout,360_164_bout,360_246_aout,360_246_bout,360_82_aout,360_82_bout,660_0,660_164_aout,660_164_bout,660_246_aout,660_246_bout,660_82_aout,660_82_bout,960_0,960_164_aout,960_164_bout,960_246_aout,960_246_bout,960_82_aout,960_82_bout
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9866.0,9845.6,9702.0,9872.4,9807.2,9800.2,9764.8,9682.4,9696.6,9609.8,9722.0,9603.0,9700.2,9814.2,9813.4,9831.8,9824.2,9823.8,9573.8,9287.0,9506.8,9611.8,9714.4,9841.0,9751.6,9785.6,9676.0,9843.0
8915.6,9101.4,8941.0,9091.6,8974.2,8922.4,9025.0,8809.2,8533.6,7952.2,8523.6,8318.0,8235.2,8845.8,8856.2,8989.6,7763.4,8934.0,8661.0,8230.4,8439.2,8765.4,8779.8,8210.4,8799.6,8799.4,8820.8,8920.6
8724.0,8887.4,8532.2,8864.4,8050.0,8754.4,8831.6,6964.4,8310.0,7477.2,8025.8,7737.2,7791.4,8415.4,8525.0,8768.0,6717.0,8667.6,7373.8,7997.4,7410.6,8557.4,8296.2,7094.6,8264.0,8410.6,8238.0,8675.0
8469.4,8731.2,8668.0,8634.0,7920.8,8506.0,8694.0,5581.6,7158.8,6744.8,7666.0,7015.8,7306.0,5975.4,6607.2,8683.8,5379.8,8493.4,6606.2,7902.0,7364.6,7700.4,7022.2,5794.4,7899.4,8122.8,6793.0,7257.4
8200.0,8612.4,8133.6,8455.6,7834.6,8379.6,8590.6,4895.2,6596.8,6252.2,6581.8,5174.4,6979.0,5911.8,6472.0,8453.6,5381.6,8452.4,6446.2,7644.2,7306.0,7681.0,6750.4,5780.8,6507.8,7132.2,6615.2,7022.6
8151.0,8562.8,8074.4,8325.0,7769.6,8158.6,8559.2,4824.6,6417.0,5956.6,6289.4,5055.0,6307.8,5749.6,5974.4,8135.6,5286.6,8381.2,6265.4,7482.0,7310.2,6837.6,6568.8,4131.4,5351.8,5765.2,5977.4,6728.4
8129.6,8423.0,7963.2,8128.8,7733.0,8199.6,8393.0,4750.8,6222.8,5793.6,6253.6,4835.2,6304.8,5751.4,5678.6,7834.2,5182.0,8282.0,6234.2,7291.8,7357.4,6749.4,6471.0,4011.0,5107.2,4741.4,6010.8,6343.6
8134.0,8383.4,7898.6,7945.0,7393.8,8082.8,8282.8,4707.8,6190.0,5460.4,6207.0,4969.4,5036.4,5652.0,5381.4,7233.0,5047.4,8177.8,6163.4,7001.6,7336.0,6716.2,6387.6,3971.2,4603.4,4550.2,5882.4,5167.6
8176.6,8369.2,7660.8,7906.0,7247.6,7917.2,8191.4,4686.4,6075.2,5178.4,6089.2,4908.8,4938.0,5616.6,4998.8,6471.6,4919.2,7481.6,6174.6,5869.0,6946.4,6021.6,6252.6,3677.8,4044.2,4472.4,5687.4,5143.6
8158.0,8301.6,7503.4,7830.2,7148.4,7752.8,8143.8,4642.6,6010.6,4929.2,6130.8,4885.4,3977.4,5579.8,4958.6,6345.0,4452.8,7373.4,5257.8,5703.8,6355.6,5669.4,6215.2,3498.8,3876.2,4283.4,5127.6,5190.8
8115.8,8214.0,7403.2,7278.2,7095.4,7688.8,8090.6,5481.4,5942.4,4925.8,5785.6,4875.2,3485.0,5464.2,4852.8,6262.2,3892.4,7311.8,4980.6,5649.0,5811.2,5564.4,6138.2,3445.6,3875.0,3928.2,4621.2,5407.2
8108.2,8131.6,7282.6,7171.2,7075.2,7609.6,8061.0,5444.8,5679.6,4896.6,5519.4,5063.2,3414.6,5342.8,4569.0,5365.8,3690.0,7272.4,4429.6,5601.6,5687.0,5288.8,5846.2,3418.4,3814.0,4424.8,4454.6,5426.6
8102.8,7988.2,7242.8,7106.6,7266.4,7547.4,8001.6,5415.2,5625.6,4841.2,5529.8,5552.6,3232.0,5254.8,4387.4,5290.6,3639.4,7067.4,4260.2,5574.0,5559.8,5162.6,5725.8,3370.8,3519.2,4842.4,4344.2,5408.4
8068.4,7953.0,7197.0,7001.6,7218.4,7481.8,7885.8,5375.8,5598.4,4795.6,5372.0,5588.0,3081.8,5221.2,4250.4,4720.0,3441.4,6803.4,4359.2,5536.4,5431.8,5023.2,5699.4,3297.6,3273.2,4609.0,4507.6,5349.0
8019.8,7931.8,7159.0,6942.8,7140.0,7415.0,7866.0,4620.2,5554.0,4745.8,5077.6,5555.4,2802.4,5189.8,4110.4,4573.0,3316.0,6726.8,4453.4,5488.8,5361.2,4819.2,5667.8,3028.8,3154.6,4557.6,4566.0,5280.2
7982.2,7918.4,7120.4,6752.4,7015.8,7364.4,7758.4,4584.6,5498.6,4705.4,5083.4,5427.8,2788.2,5183.6,4073.8,4494.4,3142.8,6543.4,4490.0,5347.8,5333.6,4740.6,5549.8,2918.4,3079.8,4494.6,4608.4,5320.4
7956.8,7904.0,7018.4,6543.2,6931.2,7340.8,7683.4,4452.8,5393.4,4671.8,5106.6,5372.4,2721.8,5163.2,4038.8,4370.0,3107.6,6256.0,4435.4,5276.4,5268.4,4669.0,5556.2,2825.2,3049.4,4314.8,4607.0,5307.2
7929.8,7903.2,6968.2,6581.8,6884.6,7338.8,7452.2,4398.2,5365.6,4635.0,5126.0,5486.0,2671.6,5034.4,4045.8,4322.6,3073.6,6128.4,4244.4,5205.2,5236.8,4583.0,5529.0,2684.8,3046.4,4040.6,4619.4,5304.8
7887.8,7938.8,6873.0,6454.8,6821.2,7316.8,7077.8,4400.8,5379.0,4598.6,5115.8,5340.6,2600.2,4958.8,3528.4,4298.8,2308.0,5836.8,4089.8,5178.4,5152.6,4379.2,5525.6,2705.4,2999.8,3955.4,4888.4,5300.2
7880.6,7940.0,6744.0,6338.6,6517.6,7281.6,6852.0,4392.0,5362.0,4591.4,5084.0,5331.8,2567.6,4861.0,2744.6,4169.6,2278.6,5708.2,4110.6,5074.2,5161.0,3980.8,5319.6,2596.6,3007.4,3823.6,4901.2,5311.0
7876.0,7922.8,6532.4,6255.6,6398.8,7275.0,6586.8,4349.8,5342.8,4550.6,5001.0,5296.8,2545.0,4816.0,2587.0,4032.0,2242.6,5571.0,3892.0,4990.8,5097.0,3621.8,5207.6,2527.6,2996.6,3773.6,4896.0,5180.2
7855.6,7906.0,6103.2,6250.6,6155.6,7146.6,6524.2,4271.0,5301.0,4396.0,4839.6,5288.0,2472.0,4703.0,2596.0,3750.2,2215.4,5373.0,3451.0,4896.2,4821.8,3514.2,4968.0,2496.4,3097.4,3662.0,4903.2,5033.6
7837.0,7867.6,5638.2,6246.0,6120.0,6999.0,6489.6,4261.0,5224.8,4074.6,4514.2,5284.8,2470.2,4657.6,2578.2,3746.4,2154.0,4820.8,3375.0,4803.6,4836.0,3488.4,4901.0,2448.6,3093.6,3558.6,4898.4,4955.2
7790.4,7814.8,5439.8,6288.4,6079.0,7055.0,6393.6,4243.8,5027.8,3624.0,4263.8,5255.6,2395.2,4475.4,2566.8,3739.0,2143.2,4640.0,3325.8,4753.2,4684.8,3464.8,4876.2,2359.4,3130.6,3396.8,4832.0,4776.8
7773.4,7704.2,5255.6,6277.8,6042.6,7094.6,6276.0,4235.8,5058.8,3560.8,4064.6,5115.0,2279.0,4364.0,2388.0,3729.6,2209.0,4570.6,3276.2,4723.0,4797.6,3426.4,4790.4,2029.8,3128.4,3348.0,4801.4,4706.8
7723.2,7693.6,5053.8,6263.0,5967.0,7078.6,6185.2,4139.2,5105.4,3489.4,4032.6,4535.0,2252.0,3679.2,2364.0,3726.6,2210.8,4577.4,3162.8,4610.2,4682.6,3418.6,4675.6,1915.2,3114.6,3326.2,4767.6,4216.4
7657.6,7664.4,4885.6,6186.4,5881.2,6995.0,6183.0,3219.0,5097.8,3423.8,3981.8,4153.8,2249.2,3179.6,2279.8,3704.0,2195.8,4637.8,3019.0,4596.2,4727.0,3412.4,4612.2,1839.6,3087.6,3292.8,4743.6,3862.6
7547.0,7649.8,4797.2,6137.4,5821.6,6489.0,6086.8,2690.8,5030.2,3429.2,3827.2,4130.2,2235.2,3091.8,2252.4,3669.0,2241.4,4631.8,2934.2,4587.0,4711.4,3428.8,4428.6,1735.6,2944.0,3245.6,4699.2,3667.4
7481.8,7650.8,4683.8,6041.0,5776.8,6452.0,5982.6,2692.2,5029.4,3406.6,3712.4,4121.2,2239.2,3022.4,2235.6,3658.0,2228.4,4333.6,2863.6,4560.4,4694.8,3431.0,4408.4,1690.4,2909.2,3218.4,4675.2,3476.8
7228.8,7647.2,4597.8,5829.4,5695.4,6441.2,5880.0,2663.4,5013.8,3357.6,3628.8,4116.2,2221.0,2848.4,2196.6,3646.2,2212.2,3767.8,2833.6,4471.8,4663.0,3345.6,4367.4,1675.2,2891.2,3110.4,4644.6,3358.0
7177.2,7630.2,4560.2,5694.6,5638.4,6422.2,5823.6,2617.0,5011.4,3335.2,3606.4,4011.6,2120.0,2699.2,2185.8,3641.4,2208.0,3656.8,2760.2,4445.6,4645.0,2976.2,4359.6,1676.6,2879.0,3093.0,4615.0,3299.6
6891.4,7429.2,4546.6,5567.8,5626.4,6570.8,5833.2,2577.8,5024.8,3370.6,3566.2,3983.0,2049.6,2594.8,2179.6,3637.4,2199.0,3616.2,2752.8,4421.6,4605.4,2905.4,4350.4,1693.6,2883.0,3090.4,4555.2,3218.2
6819.4,7410.4,4542.2,5459.0,5590.4,6665.8,5863.2,2555.2,5018.4,3362.0,3497.0,3975.4,2019.2,2556.6,2196.8,3633.6,2189.4,3759.8,2738.8,4408.4,4571.6,2869.8,4342.6,1625.4,2878.4,3110.2,4521.8,3037.8
6639.2,7402.6,4494.2,5342.2,5560.0,6501.4,5893.0,2530.4,5028.0,3370.2,3479.4,3955.0,1944.0,2455.2,2194.4,3633.0,2153.4,3847.6,2719.2,4320.0,4502.6,2700.4,4326.0,1593.0,2948.0,3137.6,4501.2,2982.4
