office_name,office_size_x,office_size_y,office_size_z,distance_between_aircon_and_airvent_x,distance_between_aircon_and_airvent_y,1_x,1_y,1_angle,2_x,2_y,2_angle,3_x,3_y,3_angle,4_x,4_y,4_angle,5_x,5_y,5_angle
,,,,,,,,,,,,,,,,,,,,
scan1,5.8,3.8,2.6,1.5,0,1.46,2.816,90,2.91,2.816,90,4.36,2.816,90,3.79,0.984,270,5.24,0.984,270
