0_0,0_164_aout,0_164_bout,0_246_aout,0_246_bout,0_82_aout,0_82_bout,360_0,360_164_aout,360_164_bout,360_246_aout,360_246_bout,360_82_aout,360_82_bout,660_0,660_164_aout,660_164_bout,660_246_aout,660_246_bout,660_82_aout,660_82_bout,960_0,960_164_aout,960_164_bout,960_246_aout,960_246_bout,960_82_aout,960_82_bout
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9328.0,9649.2,9556.2,9574.4,9546.2,9483.2,9322.2,9446.8,9327.4,9384.2,9471.2,9403.6,9504.4,9342.6,8889.6,9029.6,8304.6,8968.0,9133.4,9534.8,7622.2,8079.0,8344.2,7914.8,8749.4,8646.0,7693.6,7632.0
7708.6,8300.0,8241.0,8079.4,8200.6,8071.2,7477.4,7508.6,7767.0,7814.4,7862.4,7698.2,7844.2,7642.2,6763.0,6517.8,7004.8,6689.8,7335.6,7811.0,6092.4,6754.2,6904.0,6770.2,7207.0,7242.6,6667.6,6567.0
6858.4,7438.8,7495.0,6946.6,7243.4,6816.2,6489.6,6434.6,6776.0,6960.6,7056.4,6743.0,6625.8,6637.0,5900.6,5726.2,5988.8,6163.2,6215.0,6791.4,5311.4,6236.6,6226.8,6063.8,6432.4,6469.2,6114.6,6022.8
6197.2,6784.2,7202.0,6440.2,6944.8,5890.0,5913.2,5734.2,6415.0,6371.2,6583.8,6345.8,6000.8,6129.4,5379.0,5411.4,5505.2,5802.6,5754.8,6167.0,4952.6,5773.2,5823.8,5704.6,5905.8,5725.8,5913.2,5397.6
5762.4,6530.0,6751.2,6097.0,6863.4,5488.8,5560.6,5113.8,6228.2,5889.0,6265.8,5982.8,5657.8,5769.8,5154.0,4841.0,5307.2,5116.0,5298.6,5591.4,4815.4,5127.6,5581.2,5381.4,5712.2,5281.2,5670.4,5020.0
5497.8,6229.8,6409.8,5592.8,6818.0,5346.6,5372.2,4728.4,5844.6,5552.4,5950.6,5484.8,5414.0,5194.4,4940.4,4398.4,5136.0,4672.0,5083.6,5232.8,4601.2,4694.8,5361.8,5122.2,5432.6,4788.8,5354.0,4701.6
5222.0,6010.4,6064.2,5280.0,6653.4,5150.4,5042.0,4447.0,5448.4,5236.6,5320.2,5191.4,5076.8,4912.6,4735.8,4086.0,4943.0,4438.4,4955.2,4898.0,4534.8,4426.4,5093.0,4992.2,5110.0,4437.4,5170.4,4258.2
5131.2,5813.6,5809.6,4917.0,6403.2,5018.4,4705.4,4315.2,5257.8,4946.2,4956.6,5053.8,4588.6,4634.2,4582.6,3964.4,4863.4,4234.8,4834.6,4671.0,4403.6,4135.4,4875.8,4890.0,4927.2,4247.6,4834.0,4215.2
4984.6,5628.0,5598.6,4578.0,6119.2,4868.0,4537.0,4165.2,5076.0,4774.2,4759.0,5051.6,4129.2,4419.6,4437.6,3870.8,4799.4,4071.4,4748.0,4515.6,4185.4,3848.4,4492.2,4760.0,4713.4,4006.6,4583.4,4078.2
4855.6,5537.6,5408.6,4231.6,5923.8,4787.6,4341.0,4013.0,4999.6,4672.4,4690.6,5009.6,3865.0,4241.0,4257.2,3817.2,4700.6,3973.8,4718.4,4329.0,4024.4,3630.6,4063.0,4586.6,4534.2,3769.4,4298.8,3977.0
4765.4,5429.2,5215.2,4135.6,5705.0,4645.8,4175.2,3871.6,4918.6,4567.2,4647.8,4957.8,3765.6,4143.2,4111.0,3776.2,4663.4,3862.4,4624.4,4251.2,3944.8,3436.0,3878.6,4464.6,4380.8,3732.2,4079.2,3964.4
4656.0,5309.4,5134.4,4014.8,5549.2,4568.0,4000.6,3748.4,4832.6,4511.2,4528.8,4890.8,3715.6,4057.2,4044.8,3736.0,4663.8,3785.2,4569.6,4203.4,3873.8,3267.8,3789.8,4372.0,4294.0,3703.2,3902.2,3909.0
4555.8,5176.2,5025.0,3873.2,5410.6,4474.6,3851.2,3653.0,4851.6,4451.0,4419.0,4849.6,3663.6,3952.8,3919.2,3728.4,4641.2,3704.4,4495.8,4148.2,3771.8,3108.6,3667.6,4340.2,4229.4,3649.6,3696.8,3816.4
4463.4,4955.2,4901.4,3718.0,5307.6,4383.4,3693.4,3567.8,4801.0,4415.4,4288.8,4806.8,3587.0,3840.6,3882.0,3691.4,4622.4,3699.0,4315.6,4139.8,3720.4,3008.8,3566.0,4290.6,4215.6,3579.8,3534.2,3758.8
4319.2,4826.6,4745.2,3582.6,5248.8,4326.6,3582.8,3503.6,4739.2,4340.2,4233.6,4760.4,3514.2,3781.2,3836.4,3632.2,4605.8,3660.4,4184.4,4111.2,3690.0,2947.2,3572.4,4244.4,4116.4,3516.0,3424.2,3684.0
