0_0,0_164_aout,0_164_bout,0_246_aout,0_246_bout,0_82_aout,0_82_bout,360_0,360_164_aout,360_164_bout,360_246_aout,360_246_bout,360_82_aout,360_82_bout,660_0,660_164_aout,660_164_bout,660_246_aout,660_246_bout,660_82_aout,660_82_bout,960_0,960_164_aout,960_164_bout,960_246_aout,960_246_bout,960_82_aout,960_82_bout
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9716.0,9758.4,9753.2,8640.8,9728.0,9746.4,9606.0,9621.0,9533.0,9735.0,8774.4,9647.0,9633.4,9514.2,9583.8,9614.8,9743.8,8269.8,9755.6,9760.6,9663.6,9799.8,9364.2,9742.6,8253.0,9635.0,9769.2,9721.2
7969.8,8508.8,7896.6,6703.2,7683.4,7433.2,7663.0,7677.4,7007.0,7061.6,6470.2,7489.4,7908.0,7773.6,7414.2,7298.8,7853.4,6166.2,7648.6,7931.2,7680.2,7948.0,6827.4,8255.0,6351.6,7417.6,8071.6,7736.4
7327.0,7450.2,6860.0,5885.4,6392.4,6590.6,6885.8,6827.0,5810.0,5885.8,5805.0,5713.2,6406.6,6798.8,6105.8,5795.8,7166.4,5453.8,6172.4,6747.8,7200.6,6635.6,5769.2,7061.8,5633.0,6815.4,7251.2,6661.0
6960.2,6721.6,6105.0,4789.2,5707.8,6279.4,6109.6,5932.8,5200.8,5395.8,5261.4,4825.0,5411.6,5487.4,5425.6,4818.8,6687.2,4902.2,5738.8,5861.6,6492.4,5713.2,5105.4,6485.2,5200.0,6450.8,6442.4,5787.6
6590.2,6044.8,5472.6,4445.8,5304.4,5817.4,5880.4,5290.8,4734.0,5233.6,4870.8,4546.2,5241.6,5051.4,5265.2,4167.8,6017.8,4579.4,5627.8,5361.8,5865.8,5378.8,4747.8,6179.2,4726.2,5648.0,5838.0,5453.0
6172.6,5429.8,5118.6,4225.8,5087.6,5452.2,5381.2,4891.2,4337.2,4981.6,4370.0,4342.2,5199.8,4753.0,5151.8,3762.2,5474.4,4308.4,5460.4,4974.0,5441.4,5073.6,4567.6,5683.0,4627.4,5261.8,5453.4,5330.6
5788.8,5015.0,4722.4,4007.8,4787.2,5148.6,5162.8,4678.6,4064.2,4810.0,3992.4,3974.6,5139.8,4582.4,5007.4,3624.2,4965.4,4132.8,5331.8,4710.0,5055.6,4806.4,4447.8,5397.4,4560.6,4940.6,5205.0,5270.4
5619.8,4742.8,4611.8,3816.0,4586.8,5200.0,4838.8,4511.4,3806.4,4623.0,3769.2,3763.4,4851.8,4510.0,4870.6,3457.2,4703.8,3984.8,5161.8,4539.4,4980.4,4627.4,4285.0,5184.8,4427.4,4844.8,4969.6,5072.6
5486.0,4633.0,4447.6,3639.6,4436.0,5236.4,4636.8,4476.0,3671.8,4493.4,3651.4,3613.6,4718.8,4418.6,4777.8,3425.4,4703.6,3812.2,5006.6,4430.6,4924.8,4416.4,4201.2,5197.8,4291.8,4769.4,4911.0,4930.2
5333.4,4490.4,4452.2,3623.8,4301.8,5092.2,4522.2,4372.0,3617.8,4438.4,3606.2,3550.0,4646.6,4327.4,4669.2,3386.2,4544.0,3703.4,4855.2,4288.4,5003.6,4406.6,4121.0,5227.6,4248.0,4796.4,4738.0,4785.0
5253.2,4382.2,4459.0,3588.6,4228.4,4989.2,4409.2,4366.8,3602.0,4346.8,3527.8,3496.6,4627.6,4197.6,4549.8,3319.0,4523.6,3663.2,4788.6,4161.6,4865.6,4294.4,4087.4,5138.2,4132.2,4717.8,4602.6,4579.4
5161.8,4261.8,4413.8,3500.6,4089.2,4888.4,4328.6,4305.6,3591.8,4278.4,3492.6,3455.8,4539.2,4242.0,4411.0,3318.0,4385.0,3608.8,4693.2,4067.2,4775.0,4180.4,3948.0,5123.0,4017.6,4598.6,4472.6,4376.2
5006.8,4222.0,4330.6,3362.0,3946.0,4874.0,4254.8,4299.4,3565.6,4209.8,3414.4,3394.2,4504.6,4250.8,4257.8,3333.4,4258.4,3501.6,4675.2,3994.8,4620.4,4134.8,3817.6,5072.2,3942.0,4470.4,4304.2,4257.6
4922.4,4176.0,4260.0,3290.8,3855.6,4854.2,4202.6,4230.8,3560.8,4171.0,3372.4,3333.2,4477.0,4171.0,4213.6,3255.0,4155.4,3483.2,4634.6,3921.2,4495.2,4052.0,3691.8,5000.8,3821.6,4410.8,4149.6,4223.0
4832.0,4119.6,4214.6,3202.6,3828.2,4816.0,4167.0,4135.6,3508.0,4118.0,3360.4,3294.2,4487.0,4133.8,4258.2,3182.2,4100.2,3463.4,4649.0,3915.4,4324.8,3987.6,3634.2,4954.0,3738.4,4391.6,4078.6,4159.4
4807.6,4052.2,4200.6,3186.0,3754.0,4788.4,4013.8,4145.2,3464.6,4053.6,3335.8,3249.8,4522.0,4157.4,4251.6,3163.6,4080.2,3446.2,4656.8,3929.2,4213.6,3860.4,3671.2,4892.6,3599.2,4357.4,4007.4,4107.4
4693.2,4008.6,4203.2,3143.6,3704.0,4775.6,3973.4,4160.6,3468.8,4037.0,3368.2,3236.8,4441.2,4160.4,4273.2,3169.4,3992.2,3426.6,4632.0,3912.2,4149.6,3722.4,3675.6,4859.6,3491.8,4332.0,3926.2,4001.6
4598.8,3981.8,4168.2,3118.0,3613.0,4741.2,3953.4,4146.2,3501.4,4017.2,3380.0,3253.6,4397.2,4091.8,4282.2,3122.8,3947.4,3437.6,4630.0,4006.4,4022.0,3587.6,3661.2,4850.2,3383.8,4304.0,3900.6,3945.4
4542.2,3937.6,4156.8,3121.6,3593.4,4706.2,3894.6,4110.4,3523.0,4012.6,3379.8,3251.0,4389.8,4100.8,4230.0,3146.4,3889.0,3434.0,4606.6,4051.0,3933.4,3484.4,3664.2,4844.6,3266.8,4229.4,3913.8,3874.8
4489.0,3859.2,4153.0,3021.0,3595.2,4550.0,3899.6,4134.8,3480.6,3955.4,3400.6,3277.6,4399.4,4078.4,4183.0,3179.8,3822.8,3437.2,4569.0,4001.6,3874.2,3356.6,3652.6,4844.8,3188.0,4187.0,3886.4,3840.8
4482.6,3796.8,4102.6,2914.0,3600.4,4480.2,3899.0,4141.0,3476.4,3919.4,3364.6,3271.6,4432.6,4007.4,4173.6,3168.8,3780.6,3449.4,4504.2,3915.8,3812.2,3263.0,3631.4,4816.0,3152.8,4159.2,3837.6,3774.8
4473.2,3723.0,4014.6,2864.6,3621.0,4444.8,3902.6,4137.8,3496.4,3882.4,3361.8,3279.6,4440.2,3870.6,4143.0,3145.8,3726.0,3439.2,4439.0,3852.0,3743.6,3197.4,3616.0,4787.4,3116.6,4136.4,3795.2,3768.4
4378.2,3659.6,3919.8,2781.6,3634.6,4406.6,3883.2,4154.2,3490.2,3861.8,3339.0,3269.8,4439.6,3758.6,4134.0,3170.6,3683.4,3417.6,4360.8,3799.2,3682.0,3161.8,3601.4,4788.0,3080.2,4106.4,3773.6,3744.6
4323.2,3623.6,3844.4,2716.8,3659.4,4369.2,3861.8,4162.2,3498.4,3847.6,3330.6,3260.2,4447.8,3676.0,4101.4,3153.0,3689.0,3396.8,4329.4,3765.2,3548.6,3127.0,3582.0,4794.6,2995.4,4093.4,3727.0,3728.2
4257.8,3592.4,3810.2,2666.4,3683.4,4340.4,3840.2,4154.2,3500.2,3838.2,3308.6,3240.2,4469.4,3594.8,4105.4,3182.6,3678.0,3431.8,4386.6,3720.6,3485.8,3074.8,3571.8,4772.8,2915.8,4108.4,3691.2,3740.8
4197.4,3554.2,3810.4,2601.8,3632.8,4324.8,3834.4,4160.6,3522.0,3794.0,3312.6,3223.8,4469.6,3564.6,4118.6,3188.4,3658.8,3439.0,4370.0,3686.8,3443.6,2997.2,3560.4,4761.6,2893.2,4103.0,3664.6,3751.0
4151.6,3558.4,3766.4,2520.2,3616.2,4289.6,3831.4,4146.0,3550.2,3781.2,3300.4,3211.0,4465.8,3556.8,4109.4,3241.4,3628.0,3448.6,4353.0,3674.2,3401.6,2863.0,3529.2,4735.4,2886.6,4079.8,3639.4,3720.0
4117.0,3545.4,3748.6,2501.8,3586.6,4232.6,3819.0,4137.2,3543.2,3764.4,3280.4,3211.0,4454.4,3526.8,4109.0,3281.8,3613.4,3479.2,4307.4,3666.0,3381.0,2815.2,3521.6,4720.4,2859.8,4065.6,3575.0,3671.0
4091.0,3536.2,3744.4,2490.6,3565.2,4182.4,3812.2,4154.4,3517.8,3736.2,3260.2,3198.6,4475.2,3517.8,4098.8,3293.2,3627.0,3505.6,4256.8,3649.4,3372.6,2821.0,3499.2,4711.8,2835.4,4046.8,3544.2,3631.0
4068.0,3524.8,3736.2,2475.6,3523.2,4140.0,3787.2,4166.8,3499.4,3769.0,3250.0,3188.8,4464.2,3517.4,4075.4,3283.0,3597.2,3567.2,4225.4,3641.4,3349.6,2817.6,3444.8,4726.2,2808.4,4060.0,3484.0,3613.8
4022.4,3509.4,3739.8,2426.2,3509.2,4087.6,3765.0,4141.0,3484.8,3765.2,3263.6,3178.0,4430.4,3511.8,4057.2,3279.6,3577.0,3565.4,4203.0,3645.0,3341.0,2789.0,3410.8,4703.2,2789.8,4062.0,3402.4,3596.0
3961.0,3470.6,3705.8,2402.6,3459.0,4034.0,3751.0,4115.0,3466.0,3769.8,3243.6,3167.8,4400.8,3489.8,4034.2,3301.4,3554.6,3558.4,4183.6,3646.8,3301.6,2758.6,3379.0,4665.0,2795.8,4063.2,3332.4,3577.2
3941.8,3445.6,3674.4,2374.4,3427.4,3941.4,3732.0,4109.8,3453.6,3795.4,3226.4,3166.0,4367.2,3476.6,4041.8,3294.6,3533.6,3540.4,4162.8,3637.6,3247.0,2718.4,3370.6,4635.4,2786.6,4049.4,3282.8,3558.8
3918.4,3427.6,3652.0,2342.4,3391.6,3873.8,3704.4,4111.8,3448.4,3821.2,3187.0,3170.0,4341.4,3481.2,4054.2,3276.4,3530.6,3542.4,4165.4,3621.6,3225.0,2712.6,3348.6,4607.4,2766.0,4038.4,3240.2,3538.6
3908.4,3408.8,3617.6,2349.2,3396.6,3790.8,3690.4,4136.0,3432.4,3843.0,3156.6,3184.8,4330.0,3497.2,4067.2,3244.8,3521.0,3546.8,4167.0,3593.6,3220.8,2712.8,3334.4,4571.2,2744.2,4047.8,3200.0,3522.4
3907.2,3407.0,3584.0,2309.0,3388.6,3718.0,3670.4,4154.0,3407.2,3848.0,3126.2,3216.6,4328.6,3512.2,4090.0,3197.4,3518.0,3543.6,4166.6,3568.0,3214.0,2713.8,3277.8,4522.4,2726.0,4077.6,3159.4,3500.8
3878.6,3382.4,3547.4,2285.0,3380.2,3659.8,3653.0,4167.6,3391.6,3864.0,3088.6,3267.4,4343.8,3524.6,4102.8,3156.4,3513.2,3526.0,4180.8,3551.2,3208.4,2719.0,3267.6,4465.0,2722.0,4071.0,3142.0,3458.0
3831.0,3369.8,3532.8,2232.2,3372.2,3604.6,3629.2,4163.2,3359.2,3871.6,3072.0,3296.0,4351.4,3529.2,4103.0,3133.0,3498.6,3515.8,4172.2,3528.6,3214.4,2725.4,3261.8,4430.4,2716.0,4074.6,3141.4,3434.2
3798.6,3351.0,3529.8,2184.6,3375.4,3597.0,3631.2,4138.8,3345.0,3897.8,3071.0,3315.2,4340.2,3561.8,4091.4,3130.0,3486.4,3509.2,4159.6,3511.2,3206.0,2728.0,3245.2,4389.6,2709.2,4074.0,3161.6,3435.2
3755.8,3342.0,3553.2,2152.2,3376.8,3603.0,3626.8,4106.4,3350.6,3928.4,3069.8,3324.6,4341.8,3610.4,4083.4,3143.6,3480.0,3501.6,4159.6,3501.4,3184.4,2737.6,3227.8,4377.2,2706.2,4066.6,3212.0,3422.0
3732.0,3314.8,3541.2,2135.0,3391.4,3574.4,3614.8,4095.4,3365.6,3964.0,3066.4,3332.8,4334.4,3588.8,4042.0,3145.6,3476.2,3496.4,4152.2,3533.6,3135.6,2731.0,3207.8,4365.8,2696.2,4066.8,3237.2,3403.8
3695.2,3277.2,3531.4,2106.6,3377.4,3537.8,3593.0,4093.4,3357.0,3995.4,3066.2,3341.8,4342.6,3562.4,4012.2,3131.2,3477.6,3492.0,4150.8,3521.6,3112.0,2728.0,3195.2,4351.4,2695.2,4065.2,3232.0,3391.4
3662.0,3271.8,3524.2,2082.4,3380.6,3513.6,3583.6,4096.4,3353.0,4034.2,3058.4,3358.6,4329.2,3550.6,3995.4,3122.8,3476.8,3507.0,4131.0,3515.2,3116.4,2752.8,3197.8,4317.8,2686.4,4069.6,3238.6,3390.2
3639.0,3268.8,3498.0,2071.2,3391.4,3488.2,3558.0,4094.4,3335.0,4030.6,3059.2,3391.4,4339.6,3530.4,3974.2,3116.0,3477.2,3500.8,4104.0,3521.6,3129.8,2786.6,3192.0,4288.8,2677.0,4070.4,3242.8,3405.6
3605.6,3253.8,3481.2,2065.2,3376.6,3464.6,3555.0,4098.2,3330.8,4026.8,3064.8,3417.2,4326.2,3520.8,3959.6,3127.8,3472.8,3503.4,4074.0,3517.2,3138.8,2869.0,3185.2,4274.8,2671.4,4071.6,3250.8,3437.4
3583.2,3238.6,3459.8,2065.4,3372.4,3455.8,3550.8,4105.6,3325.6,4016.2,3061.8,3427.6,4301.4,3501.0,3928.6,3127.6,3459.0,3515.8,4062.8,3499.8,3123.2,2871.4,3177.6,4268.2,2669.4,4058.2,3190.4,3437.8
3559.6,3217.6,3446.0,2058.6,3339.6,3435.2,3546.2,4098.8,3309.4,4022.0,3053.4,3426.2,4280.4,3487.2,3916.8,3140.6,3454.2,3526.0,4061.0,3493.0,3120.8,2863.2,3166.2,4268.0,2665.0,4046.4,3182.6,3441.8
3541.4,3188.2,3428.6,2062.6,3303.6,3409.0,3534.6,4096.6,3300.8,4038.0,3043.0,3426.6,4272.4,3470.4,3893.4,3151.0,3431.0,3536.4,4052.6,3498.4,3116.0,2855.4,3143.6,4280.8,2659.4,4031.8,3179.4,3433.8
3529.8,3179.2,3409.0,2064.6,3267.6,3393.8,3522.8,4106.0,3301.6,4051.6,3040.4,3422.6,4271.4,3464.8,3864.4,3154.4,3390.8,3537.4,4033.6,3496.8,3120.4,2862.0,3133.2,4286.8,2658.6,4016.2,3179.8,3435.2
3526.6,3162.2,3391.4,2063.4,3228.2,3391.8,3510.8,4117.2,3296.2,4074.2,3039.6,3417.8,4280.6,3457.4,3838.6,3155.4,3337.4,3518.6,4039.2,3502.2,3116.8,2857.2,3135.4,4301.8,2647.8,4007.6,3181.4,3439.6
3511.8,3131.0,3382.2,2072.8,3188.6,3389.6,3505.8,4117.2,3315.4,4086.6,3057.0,3421.2,4296.0,3449.2,3803.2,3175.6,3315.8,3508.0,4034.2,3513.4,3103.6,2841.4,3136.0,4323.0,2639.8,3980.6,3195.6,3453.8
3512.0,3107.8,3366.0,2109.6,3166.0,3381.6,3510.6,4097.8,3320.4,4093.6,3080.6,3422.8,4318.6,3437.0,3766.0,3174.4,3294.4,3496.4,4032.2,3505.2,3083.4,2817.2,3129.2,4340.2,2616.4,3963.4,3195.4,3446.6
3500.4,3080.2,3333.8,2143.2,3135.8,3382.6,3507.0,4104.8,3329.6,4094.0,3086.2,3429.0,4331.6,3422.0,3745.4,3157.4,3290.4,3480.6,4023.8,3488.0,3048.4,2801.2,3133.0,4361.8,2603.2,3946.0,3205.4,3427.4
3497.6,3050.2,3314.6,2162.0,3126.6,3386.2,3494.6,4120.6,3336.0,4084.0,3096.0,3434.2,4320.6,3410.6,3719.0,3162.4,3286.6,3464.8,4036.2,3496.4,3030.2,2800.8,3130.6,4394.8,2576.8,3923.6,3240.4,3437.6
3486.8,3018.6,3298.6,2182.4,3116.6,3385.2,3484.6,4132.0,3344.8,4108.2,3088.6,3440.6,4294.0,3392.6,3693.8,3173.0,3276.2,3452.0,4039.8,3499.8,3023.6,2802.4,3132.8,4411.2,2554.4,3908.0,3250.4,3438.4
3468.8,3007.6,3289.2,2195.4,3087.4,3377.4,3480.8,4127.6,3350.0,4133.8,3079.6,3438.4,4278.6,3372.4,3664.2,3240.4,3272.4,3453.0,4047.4,3490.0,3018.2,2809.6,3136.0,4422.8,2552.0,3879.4,3253.0,3436.4
3454.4,3004.4,3282.8,2204.2,3058.2,3364.4,3465.2,4117.8,3347.6,4157.2,3074.6,3436.4,4265.2,3358.0,3623.8,3272.0,3263.6,3461.2,4034.2,3486.8,3020.8,2815.6,3140.4,4442.2,2554.6,3870.2,3254.8,3439.6
3432.6,2990.0,3277.6,2204.6,3038.0,3348.6,3442.6,4113.4,3349.6,4175.6,3068.2,3425.0,4253.2,3353.6,3569.6,3287.0,3254.0,3470.8,4042.4,3485.6,3022.2,2805.2,3140.8,4464.0,2571.0,3862.6,3261.8,3445.2
3419.8,2977.4,3264.2,2195.8,3008.4,3351.2,3424.2,4107.6,3337.6,4197.6,3069.8,3422.0,4225.8,3356.2,3546.8,3293.2,3261.4,3480.6,4040.6,3470.4,3013.0,2791.6,3148.2,4481.8,2589.0,3862.2,3269.0,3438.4
3405.6,2969.6,3249.4,2189.6,2988.4,3352.2,3407.2,4104.4,3327.4,4223.4,3073.0,3419.2,4202.2,3344.0,3523.6,3305.6,3254.2,3485.8,4038.6,3452.0,3013.0,2754.4,3146.8,4510.4,2607.0,3871.4,3278.8,3434.8
