0_0,0_123_aout,0_123_bout,0_164_aout,0_164_bout,0_205_aout,0_205_bout,0_246_aout,0_246_bout,0_41_aout,0_41_bout,0_82_aout,0_82_bout,660_0,660_123_aout,660_123_bout,660_164_aout,660_164_bout,660_205_aout,660_205_bout,660_246_aout,660_246_bout,660_41_aout,660_41_bout,660_82_aout,660_82_bout,960_0,960_123_aout,960_123_bout,960_164_aout,960_164_bout,960_205_aout,960_205_bout,960_246_aout,960_246_bout,960_41_aout,960_41_bout,960_82_aout,960_82_bout
6828.2,5876.4,7220.8,6500.0,5392.0,6482.4,6934.8,6349.8,4856.8,5767.4,7670.4,5965.0,6071.8,6023.2,5114.8,4554.0,4234.4,4920.6,5846.2,4626.8,3749.8,5514.0,4769.4,4990.6,4346.0,5432.4,3311.8,3996.0,4320.8,3497.2,3293.8,4193.8,2816.6,3256.8,3184.6,2661.0,4860.8,4087.0,4616.6
6752.4,5843.8,7119.6,6455.8,5294.8,6533.4,6851.2,6326.2,4872.4,6107.4,7620.2,6000.4,6040.4,5857.0,4816.8,4486.4,4038.0,4828.0,6000.4,3805.4,3744.8,5451.8,5061.8,4558.2,4051.6,5382.0,3017.0,3929.4,3516.4,3449.2,3131.2,4024.0,2739.8,3199.0,3171.6,2654.6,5170.0,4287.4,4644.4
6760.8,5843.8,7185.0,6432.8,5219.8,6362.2,6711.6,6329.8,4857.0,6199.4,7601.0,5863.6,6034.0,5166.6,4642.6,4512.2,3886.0,4666.0,5992.8,3735.6,3758.6,5406.2,5085.2,4467.4,4034.8,5344.4,2874.6,3795.6,3524.4,3386.2,2884.8,2805.8,2733.8,3262.0,3143.6,2622.8,5502.4,3973.2,4737.6
6625.0,5830.4,7196.0,6387.0,5165.4,6188.6,6384.8,6309.4,4859.0,6208.8,7528.6,5783.8,6018.4,5015.6,4345.8,4557.6,3697.0,4551.2,5927.2,3646.4,3754.4,5151.8,5451.0,4373.0,3936.2,5308.4,2811.8,3459.8,3504.8,3357.0,2689.4,2485.8,2809.6,3224.2,2971.6,2292.6,5624.8,3913.4,4728.6
6544.6,5812.0,6954.0,6369.2,5111.0,6052.2,6099.2,6155.8,4770.0,6249.6,7396.0,5630.4,5947.4,4834.0,3925.0,4579.2,3610.2,4451.4,4959.6,3572.0,3758.2,5002.2,5447.4,4323.4,3773.4,5258.2,2734.2,3190.4,3490.2,3305.4,2556.6,2430.0,2952.6,3161.6,2916.4,2035.0,5607.4,3893.0,4458.8
6565.6,5782.6,6636.8,6355.0,5059.6,5967.0,6054.8,6113.6,4750.8,6069.6,7019.8,5613.0,5881.4,4719.4,3796.6,4503.0,3537.8,3842.6,5003.6,3494.6,3734.8,4448.2,4725.8,4163.8,3375.4,5143.6,2608.2,2836.6,3483.2,3284.4,2388.2,2596.0,3050.4,3124.8,2855.2,2006.4,5569.2,4416.2,3523.4
6553.8,5780.6,6577.2,6390.8,5092.2,5871.4,6057.2,6076.2,4701.4,5933.8,7036.8,5680.4,5880.8,4698.2,3659.2,4459.4,3519.6,3511.4,5036.0,3440.2,3660.0,4418.4,3915.6,4027.0,3298.2,5107.2,2510.4,2794.8,3473.8,2940.4,2428.4,2513.2,3017.2,3043.2,2822.8,1988.6,5520.0,4530.2,3478.8
6569.8,5769.8,6331.6,6354.8,5152.6,5745.4,6041.6,6089.4,4682.2,5785.2,6919.4,5637.8,5870.6,4653.8,3434.4,4364.4,3501.2,3258.2,5053.4,3403.2,3627.0,4339.2,3875.4,3977.6,3082.6,5041.8,2428.4,3279.0,3461.6,2615.6,2377.4,2406.2,2967.2,2963.2,2822.4,1981.0,5465.0,4473.8,3388.6
6550.6,5794.8,6025.0,6304.2,5172.0,5719.6,5970.6,6056.2,4670.6,5819.6,6957.6,5564.8,5865.2,4624.2,3410.4,4261.6,3044.8,3270.2,5051.8,3390.2,3590.4,3698.4,3790.8,4046.2,2492.4,5021.2,2327.4,3385.4,3464.4,2181.2,2042.0,2352.0,2869.8,2839.8,2810.0,1988.4,5415.6,4419.8,3264.2
6539.2,5701.6,5957.2,6268.6,5178.8,5706.0,5951.4,6012.6,4674.8,5883.0,6948.2,5551.2,5861.2,4321.6,3357.2,4222.8,3134.2,3284.8,5032.2,3367.6,3573.6,3679.4,3768.4,3764.8,2454.8,5027.6,2283.2,3373.0,3457.8,1675.4,1944.8,2276.6,2858.2,2798.6,2790.6,1986.0,5430.4,4136.0,3207.2
6535.0,5613.6,6018.4,6254.4,5203.0,5682.0,5902.0,6002.6,4658.4,5868.6,6893.0,5494.8,5840.6,3921.6,3206.4,4185.4,3133.2,3189.2,5025.6,3370.2,3544.4,3649.0,3761.0,3429.8,2379.4,4990.2,2257.8,3379.2,3410.2,1499.6,1844.8,2207.4,2860.4,2694.4,2784.6,2023.0,5433.2,3493.4,3161.6
6544.2,5639.4,6201.0,6242.2,5213.2,5615.4,5849.6,5973.4,4639.2,5742.4,6780.0,5506.0,5835.0,3754.0,3077.4,4115.2,2968.0,3033.8,5016.6,3367.2,3544.6,3645.4,3669.6,3447.4,2274.4,4973.4,2250.4,3451.4,3358.8,1291.2,1632.4,2127.0,2858.8,2645.6,2799.4,2074.0,5362.4,3725.0,3250.6
6506.4,5471.2,6401.4,6228.6,5183.8,5628.4,5720.6,5960.0,4628.8,5674.6,6542.8,5522.4,5891.6,3739.6,2843.8,4095.8,2962.8,2997.0,5007.0,3374.0,3546.2,3823.6,3389.0,3500.4,2224.8,4945.2,2233.8,2509.0,3353.4,1270.6,1555.8,2053.0,2861.6,2606.8,2818.2,2090.4,5258.4,3546.8,3347.8
6503.2,5361.2,6319.0,6233.0,5155.8,5605.4,5530.0,5948.0,4589.2,5685.8,6394.2,5534.6,5790.6,3722.6,2758.6,4035.8,2899.6,2972.0,4996.8,3346.2,3516.0,3855.6,3476.6,3522.4,2203.0,4940.4,2228.6,2420.0,3351.6,1281.4,1503.4,2034.0,2835.2,2574.0,2815.4,2118.6,5037.2,3733.2,3353.2
6499.8,5268.4,6157.0,6188.0,5152.0,5577.4,5453.2,5928.4,4480.0,5688.0,6193.8,5545.8,5754.0,3650.6,2711.2,3997.0,2841.6,2961.0,4999.4,3265.0,3411.4,3831.8,3551.0,3523.8,2165.6,4941.8,2078.6,2395.8,3335.6,1296.8,1533.4,2059.6,2761.8,2499.6,2814.2,2116.6,4807.2,3693.8,3307.6
6479.4,5167.4,5829.2,6147.8,5127.4,5564.0,5414.4,5917.0,4510.4,5724.8,6070.6,5520.2,5709.0,3656.8,2680.6,3973.2,2756.6,3003.0,4997.0,3258.8,3404.4,3791.8,3327.4,3508.8,2149.4,4959.2,2080.6,2402.2,3290.8,1257.0,1473.4,2091.2,2732.6,2502.0,2825.0,2114.4,4752.4,3686.2,3299.4
6471.0,5104.4,5406.2,6066.8,5120.2,5552.6,5309.8,5928.2,4517.4,5662.4,5992.2,5504.4,5640.2,3721.4,2721.6,3870.2,2702.2,3030.0,4983.0,3253.6,3393.4,3752.0,3249.8,3443.4,2121.8,4972.8,2073.4,2402.8,3262.6,1256.6,1497.0,2042.8,2675.0,2472.0,2827.6,2114.4,4697.0,3686.4,3312.2
6482.2,5086.6,5220.8,6051.0,5115.6,5590.2,5063.2,5954.4,4566.6,5567.2,5921.8,5504.6,5608.8,3761.8,2735.4,3783.4,2692.4,3025.6,4998.8,3251.8,3387.4,3638.6,3202.8,3427.2,2095.8,5009.4,2042.4,2366.4,3216.0,1294.0,1496.6,2046.2,2592.2,2332.2,2825.8,2115.8,4694.2,3512.4,3291.8
6449.8,5065.6,5267.0,6000.0,5182.4,5616.6,5043.0,5946.4,4555.4,5414.0,5852.8,5510.0,5585.6,3813.6,2707.4,3783.6,2665.4,3009.0,4952.4,3227.4,3363.8,3621.8,3259.0,3375.4,2085.0,4976.6,1862.0,2340.0,3165.6,1388.8,1432.8,2001.8,2550.8,2116.0,2810.8,2111.4,4605.6,3498.4,3285.8
6301.4,5061.4,5243.8,5735.0,5204.8,5638.2,4926.4,5937.0,4554.2,5388.4,5904.8,5518.2,5574.8,3811.0,2696.2,3757.8,2641.2,3014.4,4893.4,3220.0,3391.0,3589.0,3258.6,3279.8,2065.8,4207.4,1775.6,2334.8,3288.2,1470.0,1363.2,1952.8,2539.0,2069.0,2792.0,2090.8,4584.0,3531.6,3394.0
6248.0,5029.8,5274.2,5652.0,5207.6,5693.6,4859.2,5918.4,4531.2,5318.6,5791.0,5466.8,5513.4,3807.8,2692.2,3760.6,2586.0,3051.0,4804.8,3203.6,3365.4,3572.6,3233.0,3272.2,2046.6,4256.4,1739.4,2336.8,3319.2,1492.4,1313.0,1942.8,2468.4,1987.2,2789.4,2071.8,4560.6,3482.4,3368.0
6202.4,5003.2,5285.8,5588.4,5217.8,5698.6,4740.2,5892.6,4503.6,5219.2,5710.6,5317.2,5500.6,3807.8,2625.0,3741.4,2581.0,3053.4,4726.8,3175.2,3346.6,3541.8,3228.4,3238.6,2031.2,4182.2,1665.4,2337.8,3312.0,1573.2,1218.2,1936.6,2454.2,1951.8,2775.4,1958.4,4500.2,3424.0,3385.4
6168.4,4976.2,5237.4,5582.0,5208.2,5694.6,4715.6,5863.2,4458.2,5146.0,5665.2,5308.2,5449.6,3782.2,2571.8,3702.8,2572.4,3019.4,4576.4,3122.6,3333.4,3495.4,3394.4,2894.4,2013.4,4111.8,1643.6,2356.6,3313.4,1559.4,1199.4,1946.2,2450.4,1955.6,2776.2,1776.0,4425.8,3262.0,3338.0
6140.4,4915.8,5220.0,5577.2,5152.4,5717.4,4692.2,5844.0,4443.2,5166.4,5587.0,5274.6,5435.8,3764.2,2540.8,3726.2,2561.2,2991.4,4517.2,3021.8,3348.2,3482.4,3391.4,2883.4,1972.0,3966.6,1629.6,2410.8,3316.6,1548.6,1154.4,1897.4,2413.0,1935.6,2765.0,1535.2,4351.2,3097.6,3326.0
6122.6,4657.8,5200.0,5543.4,4766.4,5749.4,4674.0,5826.8,4315.2,5151.2,5516.2,5258.4,5423.2,3769.2,2525.0,3480.8,2549.4,2992.4,4461.6,2931.8,3363.0,3470.4,3354.8,2876.6,1913.6,3921.6,1642.6,2436.4,3323.2,1541.2,1161.0,1876.0,2414.4,1927.6,2758.2,1497.0,4232.2,3012.6,3151.2
6114.4,4530.4,5278.2,5518.6,4723.4,5685.0,4679.0,5819.2,4203.2,5126.4,5447.2,5260.2,5420.8,3754.6,2500.2,3434.0,2540.6,2980.4,4297.0,2880.4,3480.6,3480.6,3341.8,2864.6,1885.2,3909.2,1688.2,2477.0,3323.0,1517.2,1141.6,1861.6,2458.8,1930.0,2755.6,1492.4,4213.0,2915.0,3155.0
6111.4,4437.2,5320.2,5510.0,4598.0,5478.0,4737.2,5805.2,4264.6,5126.0,5429.8,5218.2,5462.4,3759.4,2480.2,3377.6,2491.6,3013.8,4159.0,2833.2,3520.6,3464.6,3322.2,2865.4,1739.8,3889.6,1699.4,2629.8,3418.8,1489.0,1130.6,1846.4,2303.8,1946.0,2754.4,1451.4,4202.2,2809.0,3110.8
6073.6,4399.0,5358.8,5383.8,4621.4,5436.0,4639.0,5782.2,4286.2,5057.0,5407.4,5176.0,5517.6,3775.0,2476.0,3250.0,2471.6,3009.8,4177.0,2777.4,3523.0,3422.4,3262.4,2867.8,1583.4,3791.6,1705.4,2697.0,3586.6,1480.6,1176.8,1837.8,2215.4,1980.0,2752.0,1443.0,4220.2,2615.8,3025.6
6039.6,4384.4,5316.6,5285.8,4635.6,5373.2,4552.6,5763.0,4345.6,5009.8,5370.2,5168.4,5567.8,3777.6,2470.0,3270.8,2445.2,3035.6,4050.8,2738.0,3536.6,3396.8,3222.0,2905.2,1553.6,3739.0,1716.8,2738.4,3615.8,1473.4,1206.4,1861.0,2184.8,1993.8,2753.4,1443.6,4236.6,2448.0,3023.4
6049.8,4319.2,5332.2,5175.8,4631.4,5183.0,4537.0,5703.8,4299.8,4972.4,5332.2,5162.2,5557.4,3773.6,2463.2,3170.6,2413.4,3074.6,4006.0,2721.2,3532.4,3333.0,3178.4,2947.8,1509.0,3695.6,1740.2,2747.4,3673.4,1472.4,1252.4,1705.0,2159.4,2002.2,2775.6,1445.6,4295.6,2456.4,3003.6
5849.4,4268.4,5273.0,4997.4,4606.8,5069.0,4505.8,5670.0,4253.0,4930.4,5302.0,5163.4,5585.6,3777.0,2299.4,3169.2,2409.0,3123.0,3966.4,2703.8,3554.6,3323.4,3186.4,2950.2,1457.0,3675.4,1715.2,2749.4,3658.8,1491.0,1320.4,1600.2,2130.2,2013.0,2697.6,1448.8,4317.0,2474.8,2999.6
5776.6,4251.0,5266.0,4839.0,4601.0,4952.6,4441.6,5642.2,4218.6,4877.0,5265.0,5164.4,5545.8,3760.0,2188.2,3173.2,2406.8,3121.8,3921.0,2698.4,3559.8,3301.6,3170.6,2885.6,1452.2,3668.0,1737.2,2761.0,3678.8,1523.2,1364.4,1667.4,2122.8,2082.8,2680.8,1437.2,4327.0,2448.8,2991.8
5727.4,4231.2,5259.2,4770.0,4602.4,4827.2,4316.8,5629.8,4209.0,4839.6,5152.8,5169.0,5498.8,3753.4,2165.2,3186.4,2408.8,3165.4,3833.0,2706.0,3540.0,3297.4,3175.6,2880.8,1449.2,3717.0,1721.0,2793.2,3637.8,1484.2,1401.8,1687.6,2125.8,2125.0,2662.8,1451.8,4332.0,2437.0,2987.2
5699.6,4073.8,5202.8,4708.0,4598.8,4769.6,4233.0,5613.2,4206.4,4800.4,5058.4,5166.4,5479.6,3741.4,2179.6,3189.4,2405.0,3145.8,3816.4,2707.6,3528.2,3295.8,3180.4,2883.8,1457.0,3734.8,1723.4,2780.4,3647.6,1457.2,1447.2,1711.4,2115.2,2169.8,2624.4,1468.0,4339.8,2406.4,2994.8
5625.6,4030.8,5135.0,4671.6,4598.4,4732.8,4178.6,5595.0,4131.6,4765.8,4988.6,5167.2,5468.8,3731.4,2236.8,3213.2,2395.0,3109.6,3712.8,2720.2,3436.6,3293.4,3196.0,2882.0,1476.2,3738.6,1679.8,2756.4,3654.0,1448.6,1579.8,1727.0,2084.8,2222.2,2617.4,1489.4,4367.6,2353.4,2959.4
5453.6,4025.2,5096.0,4625.8,4593.8,4691.0,4158.4,5565.0,4091.4,4715.8,4988.2,5183.6,5455.4,3724.0,2300.2,3244.8,2384.8,3076.4,3646.0,2724.6,3418.8,3291.6,3180.8,2878.8,1454.4,3746.8,1645.6,2750.4,3635.4,1440.0,1612.6,1732.6,2053.2,2172.0,2609.8,1500.4,4342.4,2337.8,2939.0
5427.4,4041.2,5046.6,4563.2,4650.8,4664.8,4152.4,5547.4,4065.0,4712.4,5043.6,5184.6,5434.4,3704.0,2317.8,3246.0,2378.8,3044.8,3519.4,2729.4,3407.4,3293.4,3198.4,2880.2,1371.0,3741.4,1646.2,2768.8,3623.0,1468.6,1536.6,1606.2,2045.2,1972.0,2619.2,1478.6,4281.0,2325.6,2936.4
5441.2,4015.8,4997.4,4557.4,4660.4,4650.0,4166.2,5544.6,4020.8,4691.4,5049.2,5178.4,5380.8,3684.6,2326.8,3237.8,2379.4,3039.6,3497.0,2742.4,3399.2,3298.4,3196.6,2865.6,1299.6,3731.8,1656.6,2769.4,3606.0,1526.2,1541.2,1584.4,2055.4,1550.4,2622.8,1433.2,4167.4,2371.4,2928.6
5429.6,4020.0,4918.6,4569.0,4668.0,4649.2,4185.8,5536.6,4006.2,4647.2,5075.2,5159.4,5380.8,3673.8,2336.2,3200.0,2381.4,3016.0,3469.0,2774.6,3405.2,3294.6,3191.4,2735.8,1269.6,3732.6,1682.0,2749.8,3606.2,1532.8,1567.8,1606.6,1762.8,1403.8,2626.6,1388.2,4235.8,2376.2,2926.6
5427.2,4019.8,4898.4,4520.6,4660.0,4649.4,4141.8,5519.8,4072.4,4568.0,5121.8,5159.4,5382.6,3666.0,2345.4,3172.2,2384.4,2949.8,3442.6,2816.6,3389.6,3289.4,3189.0,2490.4,1242.6,3736.2,1705.4,2719.4,3603.6,1529.0,1604.8,1615.2,1544.2,1397.2,2629.8,856.6,4182.4,2376.8,2925.4
5423.2,4002.6,4872.8,4487.6,4672.6,4645.8,4130.6,5492.0,4064.2,4518.2,5143.6,5149.2,5382.2,3645.2,2340.6,3153.2,2383.4,2842.4,3421.4,2810.2,3285.0,3285.0,3185.0,2243.4,1218.4,3614.6,1797.8,2722.0,3545.6,1534.8,1611.4,1620.4,1517.8,1424.6,2628.6,826.2,4164.6,2265.6,2936.8
5426.2,3980.2,4815.2,4422.0,4650.2,4628.8,4110.2,5451.4,4054.4,4480.2,5155.0,5153.8,5375.0,3544.2,2330.0,3144.4,2381.6,2832.4,3368.4,2824.6,3238.8,3264.4,3179.8,1700.4,1206.2,3452.6,1881.4,2592.4,3491.2,1555.6,1614.6,1637.0,1501.2,1526.4,2633.4,761.4,4152.2,2222.2,2947.0
5423.0,3953.0,4802.8,4373.4,4549.2,4625.2,4088.8,5351.2,4055.8,4455.6,5205.8,5166.4,5369.4,3503.6,2323.2,3138.8,2384.0,2838.8,3287.8,2835.6,3165.0,3260.2,3179.4,1561.0,1194.6,3281.2,1915.2,2878.6,3422.2,1541.6,1604.6,1649.0,1435.6,1632.0,2647.0,758.4,4098.4,2098.6,2928.6
5440.8,3926.6,4738.2,4200.2,4573.0,4607.6,4073.2,5232.0,4048.2,4409.2,5220.8,5165.2,5362.2,3453.2,2346.4,3109.4,2387.0,2835.2,3223.8,2855.4,3174.0,3254.6,3167.4,1497.2,1172.0,3272.6,1952.6,3219.8,3371.8,1545.6,1592.0,1689.8,1432.6,1704.4,2657.4,758.4,4014.6,1631.6,2893.0
5445.0,3806.6,4684.8,4402.8,4542.0,4610.6,4033.0,5159.6,4034.4,4341.8,5184.8,5170.2,5328.0,3396.8,2344.8,3094.0,2406.2,2831.2,3191.0,2821.6,3312.6,3240.2,3103.2,1488.6,1184.6,3264.0,2066.6,3153.2,3340.6,1565.4,1634.0,1721.8,1417.0,1832.8,2676.0,766.0,3969.6,1509.6,2875.4
5442.8,3771.8,4537.6,4251.2,4541.6,4601.0,4009.8,5113.4,4034.4,4308.4,5102.4,5172.6,5275.8,3346.6,2344.2,3067.4,2344.8,2825.8,3162.2,2845.6,3349.0,3224.8,3098.4,1483.4,1180.0,3266.6,2125.6,3161.2,3324.8,1549.0,1667.0,1763.0,1396.8,1892.2,2699.8,764.4,3830.2,1474.8,2863.8
5428.8,3758.4,4462.6,4241.0,4554.8,4594.4,3984.6,5091.4,4065.8,4316.4,4978.8,5186.2,5260.8,3281.8,2347.4,3067.2,2315.2,2815.6,3067.2,2867.2,3337.0,3218.6,3093.0,1470.2,1178.4,3200.4,2158.2,3191.8,3260.4,1496.4,1802.2,1766.2,1334.6,1996.8,2729.8,761.2,3702.6,1436.0,2941.4
5382.4,3771.2,4407.6,4228.2,4538.6,4572.4,3976.4,5091.6,4069.6,4319.4,4936.6,5204.2,5259.2,3162.6,2369.0,3064.8,2262.0,2794.0,2789.8,2891.2,3329.2,3222.8,3074.8,1455.4,1154.2,3192.0,2193.4,2966.2,3235.6,1464.0,1962.4,1749.2,1375.8,2082.8,2791.2,737.8,3668.6,1395.8,2936.8
5283.4,3785.2,4185.2,4213.4,4501.6,4568.6,3964.6,5055.0,4053.6,4325.4,4923.4,5203.0,5255.0,2988.8,2461.8,3077.2,1842.8,2730.8,2593.6,2905.4,3322.2,3228.2,3059.2,1437.8,1153.2,3199.6,2241.0,2885.0,3200.0,1439.0,1950.6,1769.4,1358.4,2191.6,2802.8,737.4,3648.4,1402.0,2983.0
5165.2,3810.4,4090.4,4157.8,4494.8,4558.4,3967.8,5023.4,4042.0,4315.2,4915.8,5191.6,5281.4,2665.0,2478.4,3030.6,1724.6,2709.6,2309.8,2926.0,3301.6,3219.2,3048.6,1338.4,1145.8,3175.6,2367.6,2822.4,2533.8,1377.8,1922.8,1786.4,1320.6,2361.2,2846.4,737.4,3793.4,1405.0,3000.6
4913.4,3845.2,4013.2,4103.2,4493.6,4566.0,3973.2,5002.0,3962.8,4292.8,4863.2,5192.8,5254.6,2460.6,2483.0,2993.6,1588.2,2672.8,1980.6,2932.0,3279.4,3172.0,3037.4,1310.6,1160.2,3185.8,2202.2,2781.6,2462.0,1344.4,1957.0,1810.4,1276.0,2412.4,2864.2,727.8,3912.6,1421.0,3077.8
4923.2,3835.4,3986.6,4091.0,4496.4,4580.4,3988.6,4956.6,3950.2,4265.6,4862.2,5190.0,5278.4,2318.6,2481.6,2938.0,1494.6,2648.2,1924.2,2951.6,3268.6,3035.6,3032.4,1270.6,1184.8,3181.6,2213.4,2788.0,2520.8,1318.2,1957.0,1834.4,1260.6,2397.4,2935.4,714.2,3917.2,1421.4,3160.6
4983.0,3819.6,3997.8,4079.8,4501.8,4592.2,4014.8,4918.2,3933.8,4258.6,4860.6,5178.0,5280.0,2275.8,2591.4,2856.4,1463.6,2610.2,1587.8,2969.2,3267.6,3017.2,3020.8,1253.6,1212.4,3173.4,2166.0,2802.4,2834.2,1251.2,2013.0,1851.8,1256.6,2335.4,3074.8,718.0,4013.8,1437.4,3230.0
5044.4,3809.4,3989.2,4067.2,4529.0,4599.2,4029.6,4879.4,3909.4,4255.8,4841.6,5159.0,5264.8,2260.6,2600.0,2746.4,1415.2,2530.6,1430.0,2911.4,3247.6,2960.6,3018.4,1243.4,1246.2,3158.8,2179.2,2821.2,2817.4,1216.4,2021.6,1902.0,1280.2,2271.4,3097.0,719.6,4054.4,1440.6,3287.4
5048.8,3789.0,3986.6,4027.4,4543.6,4605.4,4026.0,4869.0,3899.4,4248.6,4867.2,5147.0,5257.4,2248.8,2601.2,2631.4,1334.0,2476.6,1397.6,2855.6,3157.4,2255.6,3000.6,1233.8,1227.2,2922.8,2206.2,2825.2,2798.4,1218.0,2007.4,1920.8,1281.8,2182.4,3137.4,720.2,4039.0,1429.2,3325.8
4986.2,3734.4,3981.4,4021.6,4552.6,4650.8,3968.8,4751.8,3886.2,4236.0,4848.4,5134.8,5251.4,2179.0,2581.0,2588.0,1301.0,2375.6,1385.8,2858.4,3122.6,1940.8,2983.0,1222.2,1219.4,2901.4,2061.6,2832.4,2784.8,1217.2,2016.8,1937.6,1279.6,2198.2,3102.2,717.2,4036.8,1416.6,3318.8
4900.8,3681.0,3957.2,4014.8,4556.0,4666.2,3906.8,4730.2,3858.8,4201.2,4829.6,5124.0,5235.6,2153.2,2567.8,2541.8,1304.4,2324.2,1377.8,2861.2,3102.0,1891.8,2954.2,1155.8,1236.6,2817.0,2023.8,2831.6,2695.2,1288.2,1994.4,1946.8,1283.6,2241.6,2984.8,718.4,4019.4,1376.0,3273.2
4801.8,3626.0,3938.2,3994.4,4560.8,4658.4,3885.0,4705.2,3823.6,4168.6,4789.2,5111.2,5224.0,2081.6,2560.4,2515.4,1345.2,2260.0,1383.0,2862.2,3078.8,1804.2,2924.8,1086.2,1248.4,2823.0,2006.4,2809.2,2640.8,1290.2,1931.8,1968.6,1255.6,2279.8,2875.4,722.0,3946.0,1360.6,3263.0
4663.6,3605.0,3946.0,3988.4,4565.6,4641.4,3857.4,4686.8,3889.8,4141.8,4769.8,5098.4,5197.4,2013.4,2519.6,2479.6,1342.0,2193.8,1381.2,2859.2,3062.6,1664.6,2907.4,1072.6,1261.2,2892.2,1991.0,2799.6,2602.6,1292.2,1910.2,1982.4,1206.2,2230.2,2756.8,736.8,3934.2,1346.0,3250.2
