0_0,0_164_aout,0_164_bout,0_246_aout,0_246_bout,0_82_aout,0_82_bout,360_0,360_164_aout,360_164_bout,360_246_aout,360_246_bout,360_82_aout,360_82_bout,660_0,660_164_aout,660_164_bout,660_246_aout,660_246_bout,660_82_aout,660_82_bout,960_0,960_164_aout,960_164_bout,960_246_aout,960_246_bout,960_82_aout,960_82_bout
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
9656.0,9675.8,9680.4,9658.4,9645.8,9686.6,9698.8,9741.0,9665.8,9658.4,9638.6,9797.0,9697.6,9582.8,9729.6,9723.4,9710.0,9680.4,9643.6,9775.4,9771.8,9624.8,9595.6,9635.0,9635.4,9696.2,9492.8,9543.4
8097.0,8263.8,8429.0,8143.6,8243.8,7907.0,8192.8,8173.2,8186.6,8463.4,8330.4,8054.4,8520.0,8362.2,7994.2,7767.8,8016.4,7884.8,7935.4,8028.8,8094.0,8209.0,7168.8,7460.0,7687.8,7681.0,7355.8,7703.2
6505.0,6568.6,6883.2,6703.0,6970.0,6017.8,6555.6,6704.2,6762.2,7438.4,7184.0,6572.4,7624.0,7142.8,6411.4,5974.2,6666.0,5944.6,6396.2,6636.2,6834.0,6669.4,5706.6,6048.8,6367.0,6585.6,5423.8,5834.2
5255.2,5368.4,5410.2,6026.6,5577.4,5192.8,5247.6,5915.4,5634.8,6215.4,5965.4,5692.2,6672.0,6078.2,5630.0,5274.4,5577.0,4897.8,5393.2,5757.8,5867.4,5701.2,4872.0,5037.6,5060.8,5519.8,4346.4,4836.0
4747.0,4812.4,4661.8,5354.0,4841.8,4566.8,4879.0,5078.2,5048.0,5235.8,5329.6,4966.4,5755.2,5239.8,4951.0,4652.4,5084.2,4425.6,4871.8,5084.4,5167.4,5264.4,4336.4,4465.2,4436.0,5066.4,3696.8,4349.4
4273.4,4405.8,4157.0,4789.8,4556.0,4314.0,4588.6,4761.6,4789.0,4521.0,4962.4,4457.0,5527.6,4944.6,4556.6,4177.8,4719.2,4251.2,4663.0,4615.0,4797.4,5050.8,4064.2,3951.8,3725.4,4899.6,3225.4,3925.4
3942.4,4253.0,3897.4,4556.2,4071.2,4184.8,4346.6,4665.4,4558.6,4389.8,4622.2,3851.4,5242.4,4494.0,4142.2,4038.2,4277.0,4152.6,4468.0,4424.8,4416.8,4879.4,3814.0,3467.4,3353.8,4649.8,2822.4,3580.4
3809.4,4267.8,3663.6,4264.2,4073.0,3964.4,4147.2,4574.8,4335.8,4342.4,4388.2,3620.2,4852.0,4215.8,3811.2,3863.6,3910.8,4080.6,4298.0,4390.8,4298.0,4767.8,3641.6,3338.4,3321.6,4278.6,2607.0,3293.4
3701.4,4106.4,3471.8,4022.2,3987.2,3796.8,4073.6,4458.4,4098.4,4154.0,4177.6,3516.4,4721.6,3998.6,3577.4,3727.8,3810.8,3927.2,4128.6,4266.8,4104.8,4646.8,3429.8,3326.8,3193.2,4100.0,2469.0,3034.0
3614.4,3948.6,3263.4,3770.0,3919.4,3702.2,3903.0,4428.2,3931.4,4053.6,4048.8,3397.2,4530.4,3815.0,3524.6,3428.6,3730.0,3715.8,3994.6,4114.4,3907.8,4560.2,3292.6,3320.0,3088.0,3957.4,2329.0,3061.4
3573.4,3844.0,3163.4,3609.4,3789.6,3567.8,3799.4,4373.0,3722.4,3656.8,3905.6,3175.0,4407.4,3682.4,3435.0,3251.4,3571.2,3535.2,3957.0,4065.8,3755.0,4480.2,3250.6,3342.2,3067.8,3865.2,2168.4,2940.8
3534.2,3741.4,3118.6,3467.8,3655.6,3431.0,3718.6,4271.8,3464.2,3515.8,3844.0,3035.0,4344.8,3598.2,3351.0,3107.4,3470.0,3426.2,3823.4,3971.0,3659.0,4317.2,3168.2,3309.0,3093.6,3803.8,2078.2,2854.2
3484.0,3652.2,3067.8,3365.4,3525.6,3352.4,3614.6,4135.4,3251.2,3398.6,3753.4,2959.0,4273.2,3484.6,3266.6,3042.2,3418.8,3378.8,3731.4,3856.0,3552.2,4199.0,3158.2,3189.6,3096.6,3727.8,2043.6,2807.6
3399.0,3561.2,3078.6,3270.6,3362.8,3239.6,3547.2,4042.6,3096.0,3296.6,3660.0,2815.6,4213.0,3398.0,3152.8,2964.2,3398.0,3337.0,3639.6,3799.0,3455.6,4119.6,3117.6,3113.8,3002.0,3682.4,2025.6,2793.4
3241.2,3468.4,3070.2,3196.8,3268.0,3143.4,3517.0,3972.2,3017.2,3241.6,3609.4,2743.2,4179.0,3301.8,3109.0,2917.6,3378.0,3289.0,3552.8,3800.8,3330.2,4057.0,3042.8,3034.4,2891.8,3648.8,2032.6,2750.6
3175.4,3379.2,3033.6,3126.2,3177.6,3055.8,3483.2,3917.8,2964.8,3156.8,3490.0,2678.4,4072.2,3235.6,3092.0,2942.4,3339.6,3207.0,3501.2,3672.8,3219.4,3963.8,2975.0,3015.4,2813.2,3590.2,1999.2,2726.0
3142.2,3291.4,2944.6,3020.8,3116.2,3006.8,3447.4,3873.4,2909.6,3132.2,3432.2,2628.6,4006.6,3151.2,3054.6,2837.6,3292.6,3164.0,3425.8,3594.6,3149.8,3906.6,2965.8,2993.8,2756.0,3492.2,1983.0,2707.2
3097.2,3236.4,2869.0,2953.2,3059.0,2951.2,3404.8,3837.0,2860.6,3083.6,3366.4,2612.2,3962.6,3064.6,3022.0,2732.4,3260.6,3094.2,3397.4,3595.4,3088.8,3856.6,2943.6,2969.4,2729.0,3403.2,1986.0,2694.6
3015.2,3203.2,2813.8,2944.4,3016.6,2904.0,3377.0,3770.4,2852.8,3010.2,3313.0,2694.4,3904.6,2978.6,2992.0,2673.0,3239.6,3062.4,3375.4,3563.0,3021.0,3815.6,2924.2,2931.0,2699.0,3364.8,1985.8,2678.6
2959.2,3165.8,2753.0,2920.0,2967.4,2855.0,3366.4,3697.4,2833.8,2950.6,3264.0,2649.2,3875.0,2894.2,3001.2,2620.4,3205.2,3014.2,3328.6,3527.0,2960.2,3758.2,2911.2,2901.6,2665.0,3305.2,1981.8,2668.6
2919.8,3089.8,2711.6,2917.6,2868.2,2801.0,3340.2,3645.4,2850.4,2881.0,3222.2,2633.4,3854.6,2816.0,2969.0,2588.0,3173.4,2985.0,3274.8,3493.6,2911.0,3692.2,2897.0,2878.6,2633.0,3220.8,1973.2,2681.0
2903.4,2992.2,2665.0,2907.4,2807.2,2721.2,3315.4,3595.0,2849.2,2812.4,3172.8,2680.8,3818.0,2731.8,2915.4,2559.8,3123.4,2962.0,3207.8,3479.4,2889.4,3612.0,2882.6,2858.8,2624.6,3173.8,1966.8,2643.4
2888.4,2928.2,2639.6,2897.8,2789.2,2667.4,3295.2,3505.0,2821.6,2787.2,3098.4,2692.4,3787.4,2688.4,2868.6,2541.4,3069.6,2936.2,3133.0,3464.4,2878.6,3554.6,2874.0,2835.0,2618.0,3142.0,1962.8,2618.2
2864.2,2875.8,2606.0,2856.8,2727.0,2642.2,3291.4,3442.6,2807.6,2753.4,3018.8,2692.6,3756.8,2611.0,2833.8,2531.6,3022.4,2911.8,3084.0,3456.8,2844.6,3503.8,2871.4,2810.0,2590.2,3119.6,1949.8,2602.8
2813.8,2813.0,2579.6,2855.0,2688.2,2626.8,3253.8,3410.8,2808.2,2713.4,3024.0,2700.8,3736.0,2547.6,2791.0,2529.4,2952.8,2904.8,3051.2,3448.2,2821.8,3450.6,2852.0,2777.4,2552.0,3080.0,1944.0,2595.8
2818.0,2764.8,2557.4,2867.4,2649.4,2602.8,3246.0,3365.0,2803.8,2666.4,3005.0,2698.2,3723.0,2504.4,2743.8,2487.2,2906.2,2894.6,3030.6,3443.2,2805.2,3410.8,2832.6,2742.2,2519.2,3038.0,1934.4,2607.8
2813.2,2716.6,2534.4,2870.4,2614.8,2592.2,3214.8,3331.4,2780.2,2627.8,2986.6,2708.8,3746.0,2458.6,2709.8,2429.8,2882.2,2887.2,3013.8,3454.6,2770.2,3381.8,2801.8,2707.0,2473.4,2987.2,1930.0,2609.0
2803.8,2668.0,2520.2,2887.8,2584.4,2577.4,3179.4,3288.8,2766.2,2598.0,2972.6,2709.0,3753.6,2422.0,2693.4,2402.0,2839.0,2857.0,2985.6,3446.0,2731.2,3369.4,2779.8,2659.4,2426.2,2951.4,1911.4,2595.2
2789.2,2643.6,2498.2,2867.4,2594.2,2569.2,3131.0,3261.8,2747.6,2567.0,2939.8,2672.0,3745.8,2393.4,2656.6,2382.4,2801.2,2844.0,2974.4,3436.4,2708.4,3357.0,2745.2,2619.0,2404.8,2921.6,1899.2,2558.8
2758.8,2605.4,2483.2,2861.4,2550.0,2561.2,3084.6,3226.2,2725.2,2544.8,2913.6,2644.6,3733.4,2362.0,2636.6,2368.8,2779.2,2830.8,2962.0,3455.6,2711.8,3345.2,2714.0,2585.2,2370.2,2871.6,1880.0,2554.2
2741.8,2571.2,2479.2,2870.2,2524.8,2554.6,3068.0,3178.0,2710.0,2516.4,2887.8,2603.6,3715.2,2329.8,2630.8,2353.0,2758.2,2818.8,2952.2,3439.0,2708.2,3334.4,2677.8,2557.8,2332.2,2856.6,1863.2,2548.8
2732.4,2549.6,2483.6,2880.6,2490.2,2538.4,3033.0,3144.8,2673.2,2498.6,2840.4,2570.0,3706.6,2297.8,2641.6,2328.2,2747.2,2808.0,2950.8,3429.4,2705.2,3318.2,2643.2,2531.4,2299.8,2861.4,1865.0,2521.4
2732.2,2525.2,2476.8,2895.0,2467.2,2519.6,3014.8,3113.0,2653.8,2484.6,2812.4,2538.0,3700.2,2263.0,2641.8,2298.6,2711.0,2799.2,2923.0,3426.8,2702.0,3306.0,2599.6,2513.2,2278.8,2872.0,1853.0,2509.6
2731.0,2510.2,2469.0,2886.8,2418.8,2506.4,2977.2,3088.6,2616.0,2454.8,2773.6,2534.8,3702.2,2248.2,2635.6,2283.2,2706.4,2769.8,2917.8,3419.4,2695.2,3291.6,2554.4,2491.4,2262.6,2906.6,1850.8,2499.8
2713.8,2509.8,2464.0,2876.6,2390.0,2491.2,2940.4,3069.8,2578.8,2425.4,2737.4,2539.2,3703.6,2243.2,2632.8,2243.6,2696.4,2747.8,2913.6,3410.4,2684.6,3287.0,2519.0,2477.0,2256.4,2902.6,1857.2,2485.0
2699.2,2507.4,2460.8,2867.4,2349.8,2478.2,2916.0,3038.2,2548.8,2395.4,2702.4,2534.0,3716.0,2241.2,2621.6,2215.4,2692.8,2732.8,2907.8,3400.8,2672.2,3277.6,2496.6,2443.6,2245.4,2908.0,1863.8,2488.4
2700.8,2496.8,2445.6,2865.4,2335.2,2462.4,2893.6,3005.4,2526.4,2377.4,2664.6,2508.6,3737.0,2248.4,2586.8,2185.8,2680.8,2718.0,2901.4,3390.2,2663.8,3277.4,2495.4,2405.4,2253.4,2897.6,1861.2,2490.0
2693.2,2476.6,2431.6,2858.6,2319.6,2454.0,2877.4,2963.2,2509.6,2360.4,2621.2,2468.6,3735.0,2232.0,2578.2,2168.2,2660.8,2708.8,2893.4,3363.4,2658.2,3276.0,2481.2,2382.0,2243.2,2899.0,1863.2,2474.6
2690.2,2456.2,2404.6,2849.0,2304.8,2443.0,2848.0,2927.8,2478.4,2342.4,2583.6,2424.8,3722.2,2235.4,2563.8,2146.2,2637.6,2694.6,2879.8,3345.0,2655.2,3277.2,2453.8,2364.2,2229.0,2908.2,1865.8,2455.0
2692.6,2449.6,2395.0,2834.0,2275.4,2431.8,2826.6,2895.0,2438.0,2341.2,2550.8,2391.2,3695.2,2242.4,2565.4,2141.8,2615.8,2680.0,2861.4,3316.6,2647.2,3263.4,2434.2,2339.6,2222.0,2918.8,1877.6,2450.4
2694.6,2427.4,2387.2,2814.0,2245.8,2424.8,2818.2,2870.0,2404.4,2341.0,2530.8,2365.8,3675.0,2263.0,2543.0,2130.6,2595.0,2648.8,2859.6,3281.2,2646.4,3262.0,2427.4,2334.2,2210.8,2919.2,1894.8,2457.4
2694.4,2402.6,2377.4,2789.4,2228.2,2420.4,2806.2,2833.8,2380.8,2340.8,2518.8,2350.6,3655.6,2268.2,2523.8,2112.8,2574.8,2625.2,2862.0,3281.0,2641.4,3259.0,2423.8,2334.4,2197.0,2909.8,1906.0,2462.4
2689.6,2384.4,2366.4,2771.4,2205.4,2417.0,2788.2,2805.8,2360.4,2359.4,2501.6,2348.6,3644.0,2270.0,2505.4,2099.8,2543.2,2610.6,2857.2,3273.0,2635.4,3249.0,2426.4,2352.6,2187.0,2905.4,1927.4,2459.4
2685.2,2361.0,2352.4,2753.4,2204.8,2409.8,2776.0,2792.0,2339.4,2338.8,2480.2,2362.6,3629.0,2266.0,2473.6,2087.8,2500.2,2599.6,2844.0,3255.0,2617.2,3245.0,2410.2,2360.0,2180.6,2897.0,1956.4,2452.2
2670.4,2342.6,2349.6,2729.4,2207.4,2399.4,2768.8,2782.4,2328.6,2312.4,2465.4,2361.6,3613.4,2264.0,2455.8,2092.0,2460.0,2592.2,2834.4,3251.8,2608.6,3260.2,2400.4,2356.8,2170.2,2889.6,1955.4,2450.4
2663.2,2328.6,2346.6,2713.4,2206.8,2385.6,2760.4,2765.0,2315.4,2298.8,2456.0,2360.2,3590.8,2261.8,2439.2,2084.8,2422.2,2572.8,2832.4,3249.0,2609.8,3271.2,2393.0,2350.0,2151.0,2887.8,1967.4,2474.8
