A new study created in RDB with name: Poly_Lasso_51026
Trial 11 finished with value: -39.191034725260565 and parameters: {'n_components': 9, 'degree': 5, 'alpha': 0.14087950155542125, 'max_iter': 56397}. Best is trial 11 with value: -39.191034725260565.
Trial 1 finished with value: 0.7961157736390835 and parameters: {'n_components': 9, 'degree': 3, 'alpha': 0.4697588421769213, 'max_iter': 50634}. Best is trial 1 with value: 0.7961157736390835.
Trial 13 finished with value: 0.7836104038665516 and parameters: {'n_components': 3, 'degree': 4, 'alpha': 1.152882568255838, 'max_iter': 6139}. Best is trial 1 with value: 0.7961157736390835.
Trial 2 finished with value: 0.8233197667473563 and parameters: {'n_components': 11, 'degree': 2, 'alpha': 2.6715343013172537, 'max_iter': 53796}. Best is trial 2 with value: 0.8233197667473563.
Trial 5 finished with value: 0.7811269492774893 and parameters: {'n_components': 8, 'degree': 2, 'alpha': 0.025801981460561937, 'max_iter': 90728}. Best is trial 2 with value: 0.8233197667473563.
Trial 4 finished with value: 0.7725253354007364 and parameters: {'n_components': 7, 'degree': 2, 'alpha': 0.0034848377219595756, 'max_iter': 45729}. Best is trial 2 with value: 0.8233197667473563.
Trial 20 finished with value: 0.7769741213549695 and parameters: {'n_components': 11, 'degree': 3, 'alpha': 0.11879569871410367, 'max_iter': 43781}. Best is trial 2 with value: 0.8233197667473563.
Trial 14 finished with value: 0.46623155299477864 and parameters: {'n_components': 6, 'degree': 1, 'alpha': 0.08529082151994445, 'max_iter': 42718}. Best is trial 2 with value: 0.8233197667473563.
Trial 0 finished with value: 0.7763200012253464 and parameters: {'n_components': 8, 'degree': 2, 'alpha': 0.00011897457928256272, 'max_iter': 80805}. Best is trial 2 with value: 0.8233197667473563.
Trial 17 finished with value: 0.550793719409835 and parameters: {'n_components': 7, 'degree': 1, 'alpha': 3.0524815875661595, 'max_iter': 49937}. Best is trial 2 with value: 0.8233197667473563.
Trial 12 finished with value: 0.7753690027015079 and parameters: {'n_components': 10, 'degree': 1, 'alpha': 0.0372785915470235, 'max_iter': 89835}. Best is trial 2 with value: 0.8233197667473563.
Trial 3 finished with value: 0.8227267549658883 and parameters: {'n_components': 11, 'degree': 2, 'alpha': 0.007036081399884491, 'max_iter': 73595}. Best is trial 2 with value: 0.8233197667473563.
Trial 15 finished with value: 0.7722115945614942 and parameters: {'n_components': 4, 'degree': 4, 'alpha': 1.5188129671743034, 'max_iter': 79251}. Best is trial 2 with value: 0.8233197667473563.
Trial 8 finished with value: 0.37647864047941565 and parameters: {'n_components': 9, 'degree': 4, 'alpha': 0.21405859202055255, 'max_iter': 87898}. Best is trial 2 with value: 0.8233197667473563.
Trial 6 finished with value: 0.7746293265061958 and parameters: {'n_components': 3, 'degree': 2, 'alpha': 0.8818734639442178, 'max_iter': 93016}. Best is trial 2 with value: 0.8233197667473563.
