casename,num_drop,volume[ml],RoI
office1_0_0,4638.8,3.4917314232000004e-05,140.56969696969696
office1_0_123_aout,4661.0,2.8154754899999995e-05,141.24242424242422
office1_0_123_bout,4736.4,3.1241086428e-05,143.52727272727273
office1_0_164_aout,4354.4,3.984265968000001e-05,131.95151515151514
office1_0_164_bout,3997.4,2.1493304038e-05,121.13333333333333
office1_0_205_aout,5031.4,4.961946216e-05,152.46666666666667
office1_0_205_bout,4481.2,3.775767036e-05,135.7939393939394
office1_0_246_aout,5511.2,4.324377106e-05,167.0060606060606
office1_0_246_bout,5190.8,3.2596959469999996e-05,157.2969696969697
office1_0_41_aout,4920.6,2.75207316e-05,149.1090909090909
office1_0_41_bout,4731.6,2.662220468e-05,143.3818181818182
office1_0_82_aout,4668.2,4.017849997e-05,141.46060606060607
office1_0_82_bout,4742.4,3.3206153055999996e-05,143.7090909090909
office1_660_0,2619.0,2.0944913654000002e-05,79.36363636363636
office1_660_123_aout,3335.4,2.2185485262e-05,101.07272727272728
office1_660_123_bout,3810.6,4.0103235206e-05,115.47272727272727
office1_660_164_aout,2165.6,2.9413979079999998e-05,65.62424242424242
office1_660_164_bout,2501.6,2.312591396e-05,75.80606060606061
office1_660_205_aout,1498.6,2.0360654877999998e-05,45.412121212121214
office1_660_205_bout,3477.2,3.4361205218e-05,105.36969696969697
office1_660_246_aout,3954.0,3.009170277e-05,119.81818181818183
office1_660_246_bout,2284.0,2.0924937418e-05,69.2121212121212
office1_660_41_aout,3733.4,2.8794556853999997e-05,113.13333333333335
office1_660_41_bout,2694.6,2.5697359346000003e-05,81.65454545454546
office1_660_82_aout,1920.2,1.26160192e-05,58.18787878787877
office1_660_82_bout,4381.6,3.2657471812e-05,132.77575757575758
office1_960_0,3248.6,2.4821194879999997e-05,98.44242424242425
office1_960_123_aout,4574.4,4.6376762759999996e-05,138.6181818181818
office1_960_123_bout,3352.4,4.635418738e-05,101.5878787878788
office1_960_164_aout,2923.0,2.3504841555999997e-05,88.57575757575758
office1_960_164_bout,3307.4,2.959706088e-05,100.22424242424242
office1_960_205_aout,3272.0,3.369145744e-05,99.15151515151516
office1_960_205_bout,3225.2,3.0768637224e-05,97.73333333333333
office1_960_246_aout,4597.4,3.4069548580000004e-05,139.3151515151515
office1_960_246_bout,5213.0,5.6377819404e-05,157.96969696969697
office1_960_41_aout,3160.0,4.1297698073999994e-05,95.75757575757575
office1_960_41_bout,4342.0,3.55482178e-05,131.57575757575756
office1_960_82_aout,2508.8,2.7423579e-05,76.02424242424243
office1_960_82_bout,4722.2,4.30625987e-05,143.0969696969697
office7_0_0,4503.8,2.679759582e-05,125.10555555555557
office7_0_164_aout,5508.8,5.1991963840000004e-05,153.0222222222222
office7_0_164_bout,4085.8,2.4283962736000002e-05,113.49444444444445
office7_0_246_aout,5544.6,5.7894010380000006e-05,154.01666666666665
office7_0_246_bout,5270.6,3.702119212e-05,146.40555555555557
office7_0_82_aout,4928.2,4.709169918e-05,136.89444444444445
office7_0_82_bout,4627.6,3.0218277048e-05,128.54444444444442
office7_360_0,2852.0,2.9457085670000004e-05,79.22222222222221
office7_360_164_aout,4417.2,4.0172825519999995e-05,122.7
office7_360_164_bout,2857.2,4.168597916e-05,79.36666666666666
office7_360_246_aout,4661.2,5.023523336e-05,129.4777777777778
office7_360_246_bout,3587.2,3.909518854e-05,99.64444444444445
office7_360_82_aout,3745.2,3.83633993e-05,104.03333333333333
office7_360_82_bout,3759.2,4.199726644e-05,104.42222222222222
office7_660_0,4031.2,4.095230068e-05,111.97777777777779
office7_660_164_aout,4837.2,4.928847396399999e-05,134.36666666666667
office7_660_164_bout,4719.4,6.816444288e-05,131.09444444444443
office7_660_246_aout,4947.6,5.8579088e-05,137.43333333333334
office7_660_246_bout,6187.8,5.8403105059999996e-05,171.88333333333335
office7_660_82_aout,4053.8,4.804913476e-05,112.60555555555557
office7_660_82_bout,3937.6,4.065212484e-05,109.37777777777778
office7_960_0,5687.8,6.517125802000001e-05,157.99444444444444
office7_960_164_aout,5224.2,6.476923948e-05,145.11666666666667
office7_960_164_bout,5115.0,6.90649896e-05,142.08333333333331
office7_960_246_aout,5485.0,6.770294533999999e-05,152.36111111111114
office7_960_246_bout,5723.0,7.044587946e-05,158.97222222222223
office7_960_82_aout,5209.2,7.534952160000001e-05,144.7
office7_960_82_bout,5401.2,7.321901568e-05,150.03333333333336
office3_0_0,4520.4,2.884322422e-05,136.9818181818182
office3_0_164_aout,5348.8,4.1154298759999995e-05,162.08484848484846
office3_0_164_bout,3743.2,3.267577776e-05,113.43030303030302
office3_0_246_aout,4698.6,3.627606492e-05,142.3818181818182
office3_0_246_bout,4897.6,4.043539156e-05,148.41212121212124
office3_0_82_aout,4269.6,3.346741542e-05,129.38181818181818
office3_0_82_bout,3751.2,3.0102278480000003e-05,113.67272727272726
