0_0,0_164_aout,0_164_bout,0_246_aout,0_246_bout,0_82_aout,0_82_bout,360_0,360_164_aout,360_164_bout,360_246_aout,360_246_bout,360_82_aout,360_82_bout,660_0,660_164_aout,660_164_bout,660_246_aout,660_246_bout,660_82_aout,660_82_bout,960_0,960_164_aout,960_164_bout,960_246_aout,960_246_bout,960_82_aout,960_82_bout
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
74.6,72.4,72.2,75.2,72.2,73.6,76.6,74.6,71.8,71.6,70.4,72.4,73.6,75.8,71.6,70.0,75.2,71.6,75.4,71.4,72.8,70.8,71.4,72.0,73.4,73.4,85.0,75.4
0.4,0.2,0.0,0.4,0.4,0.4,0.2,0.6,0.8,0.4,0.2,0.2,0.0,0.6,1.0,0.0,1.0,0.0,0.2,0.2,0.4,0.4,0.0,0.0,0.4,0.4,5.4,0.4
0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.4,0.8,0.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.0,0.0,0.0,0.2,0.2,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,26.0,0.0,0.0,7.6
0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,15.0,48.8,133.8,2.2,24.2
0.0,0.0,0.0,0.0,104.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,99.6,0.0,0.0,66.2,0.0,0.4,12.2,0.6,11.4,0.0,113.6,101.4,85.8,158.6,40.8,53.6
0.0,0.0,9.4,16.0,154.6,0.0,0.0,4.6,15.4,38.8,0.2,1.0,122.0,0.0,0.0,97.4,34.6,4.4,12.0,3.6,73.8,12.6,99.6,170.2,115.6,134.6,60.8,146.8
0.2,0.0,29.6,24.2,174.6,2.2,0.0,39.4,28.8,140.0,5.0,14.8,178.8,0.4,30.6,134.2,174.8,40.0,6.4,13.6,129.6,45.0,105.0,160.0,149.8,148.2,78.8,135.2
