0_0,0_164_aout,0_164_bout,0_246_aout,0_246_bout,0_82_aout,0_82_bout,360_0,360_164_aout,360_164_bout,360_246_aout,360_246_bout,360_82_aout,360_82_bout,660_0,660_164_aout,660_164_bout,660_246_aout,660_246_bout,660_82_aout,660_82_bout,960_0,960_164_aout,960_164_bout,960_246_aout,960_246_bout,960_82_aout,960_82_bout
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
86.2,108.2,86.0,99.8,92.8,89.4,89.8,95.8,101.8,102.8,96.2,85.4,92.4,94.4,726.2,475.8,750.8,492.6,719.0,649.4,787.8,733.2,618.4,789.6,804.4,668.4,664.0,588.2
1.6,3.6,1.4,9.0,2.6,3.0,1.2,1.4,6.4,6.6,6.2,1.2,5.0,3.4,354.4,133.4,342.0,131.2,239.4,215.2,290.8,350.4,162.2,372.8,327.2,166.2,118.0,163.4
1.4,1.8,1.0,5.4,1.8,7.0,0.6,0.6,3.8,4.8,4.6,0.4,2.0,1.8,75.8,90.8,190.6,106.6,93.4,181.6,256.8,262.2,85.2,247.2,79.0,73.2,53.0,94.8
1.4,1.2,0.8,2.8,1.6,2.4,0.6,0.6,2.6,2.8,3.2,0.4,1.6,1.4,72.6,76.2,156.6,96.8,78.0,162.0,147.6,127.8,72.6,204.2,53.8,63.0,19.2,31.4
1.4,0.8,0.8,2.4,1.8,2.4,74.8,0.4,2.0,1.6,3.0,140.8,5.6,1.4,99.4,75.8,154.4,93.8,55.2,91.2,120.8,96.4,61.6,187.4,45.2,27.8,7.0,30.0
1.4,0.8,24.2,2.2,2.6,17.2,98.4,0.4,36.8,1.4,2.2,244.6,6.4,1.0,135.4,74.8,152.0,93.2,28.6,90.2,112.0,92.8,58.0,144.2,26.4,26.6,5.4,28.0
16.4,0.8,29.8,91.0,5.2,66.6,148.0,0.8,214.2,2.6,61.8,296.8,184.0,242.8,117.8,73.8,148.4,91.8,19.0,89.0,101.6,76.4,55.8,100.8,16.6,26.0,2.8,26.6
131.6,2.6,98.2,201.0,7.0,162.8,212.2,117.8,354.0,45.4,247.6,297.6,309.8,431.2,101.8,73.2,146.6,261.4,16.6,91.8,92.8,69.6,50.6,93.8,12.8,1303.0,2.4,14.0
308.0,56.4,226.4,343.2,96.0,464.8,290.4,172.4,456.6,96.4,355.2,358.0,382.6,1129.2,33.0,72.4,145.8,428.6,17.6,98.8,91.2,55.4,47.4,309.0,6.4,1410.0,2.4,139.0
392.6,189.4,539.6,530.8,205.6,743.0,630.8,177.8,553.6,146.8,440.0,458.6,567.8,1552.2,37.0,88.2,244.2,919.8,31.2,130.4,83.4,92.6,38.0,413.4,4.8,1448.6,313.0,684.2
515.2,253.4,630.2,867.4,293.8,837.2,811.4,272.6,704.2,265.0,534.8,645.8,728.4,1850.0,65.8,138.2,416.0,1218.8,564.0,285.8,82.4,690.2,48.0,742.8,11.2,1760.8,1488.6,882.8
655.6,323.8,675.8,1056.2,453.6,940.2,965.4,489.6,768.4,467.6,571.4,871.2,886.0,1969.0,200.2,441.2,402.4,1641.2,678.8,353.6,119.6,903.0,86.2,785.4,35.4,1814.6,1803.6,1157.2
757.2,404.2,811.0,1202.8,607.8,990.2,1102.0,643.6,805.8,582.8,669.6,1116.0,972.0,2105.4,427.6,679.6,585.6,2406.8,1092.4,438.2,177.4,1098.0,208.2,945.0,113.2,1865.2,2031.6,1384.0
850.6,517.0,924.4,1260.0,792.6,1073.4,1301.0,739.8,835.4,664.4,839.6,1265.8,1070.8,2219.0,806.2,789.2,690.0,2717.0,1519.0,573.6,284.2,1301.6,332.4,1091.6,427.4,1936.8,2195.2,1843.2
985.8,689.0,1106.6,1280.4,1048.8,1188.8,1462.8,856.2,924.2,764.2,1018.2,1392.0,1170.0,2338.4,1014.8,908.8,1103.6,3121.8,1894.6,820.0,417.4,1401.8,395.4,1403.0,597.0,2550.6,2665.2,2140.0
1092.2,854.4,1218.4,1332.4,1272.8,1301.6,1609.4,909.6,1006.4,896.0,1177.0,1513.0,1300.8,2401.8,1280.0,1145.4,1385.8,3225.0,2207.6,1539.8,673.0,1660.2,528.2,1888.0,743.4,2790.2,2835.2,2311.6
1158.6,1044.8,1328.0,1382.6,1443.6,1508.4,1701.6,940.8,1059.0,1015.2,1332.2,1647.0,1383.2,2468.4,1440.0,1294.0,1646.0,3334.2,2656.8,2209.2,920.6,1911.6,577.8,2012.6,1283.8,2987.2,2994.2,2441.0
1201.2,1196.4,1408.4,1413.8,1552.4,1621.0,1779.6,976.0,1126.6,1122.4,1457.2,1776.0,1464.0,2521.8,1497.6,1374.4,1790.0,3398.4,3020.2,2810.6,1036.6,2066.6,909.6,2115.0,2504.2,3049.8,3112.0,2706.8
1267.8,1307.0,1523.8,1426.0,1630.6,1744.8,1882.6,1028.4,1245.8,1207.4,1551.8,1879.8,1522.2,2546.2,1566.2,1440.4,1804.4,3444.0,3224.8,3355.2,1311.4,2317.8,1901.8,2140.2,3016.8,3120.8,3231.2,2992.6
1333.4,1419.8,1635.4,1467.2,1689.8,1879.2,1981.4,1076.8,1347.4,1281.4,1671.0,1988.2,1593.4,2588.0,1648.8,1503.6,1789.2,3475.4,3336.6,3656.2,1419.0,2524.8,2335.2,2242.2,3234.0,3158.4,3366.2,3283.0
1421.4,1523.2,1731.6,1487.4,1728.0,1993.0,2043.2,1168.8,1429.2,1340.8,1812.4,2032.2,1674.0,2647.4,1784.4,1590.0,1801.0,3549.4,3637.0,3801.4,1524.4,2655.8,2465.6,2308.2,3534.6,3218.2,3466.8,3529.4
1495.8,1584.8,1809.2,1532.8,1785.8,2062.6,2084.2,1298.6,1482.2,1377.4,1917.0,2083.0,1755.6,2720.2,1928.2,1780.0,1869.6,3731.4,3844.0,3956.6,1618.0,2742.2,2548.4,2521.6,3604.8,3262.0,3571.0,3793.0
1572.6,1649.6,1866.0,1581.8,1808.4,2160.8,2109.6,1376.0,1540.2,1400.4,2015.8,2129.6,1815.6,2760.0,2031.8,1902.0,1918.8,3893.2,3933.8,4081.0,1727.2,2902.0,2584.0,2680.0,3723.8,3463.2,3626.2,3977.8
1661.8,1718.6,1907.2,1630.0,1813.4,2206.0,2150.4,1443.2,1586.8,1421.4,2119.0,2172.2,1918.2,2797.0,2254.4,2004.6,1955.6,4023.4,4011.2,4180.8,1912.8,3087.8,2721.2,2892.8,3816.8,3696.4,3699.2,4065.2
1734.2,1777.6,1950.2,1679.2,1816.0,2260.2,2166.0,1505.0,1602.0,1454.4,2167.2,2218.0,1994.0,2798.8,2404.8,2089.8,1976.6,4273.4,4067.2,4301.0,2009.6,3215.2,2825.8,2928.0,3911.0,3856.4,3756.0,4192.6
