0_0,0_164_aout,0_164_bout,0_246_aout,0_246_bout,0_82_aout,0_82_bout,360_0,360_164_aout,360_164_bout,360_246_aout,360_246_bout,360_82_aout,360_82_bout,660_0,660_164_aout,660_164_bout,660_246_aout,660_246_bout,660_82_aout,660_82_bout,960_0,960_164_aout,960_164_bout,960_246_aout,960_246_bout,960_82_aout,960_82_bout
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
323.0,204.4,228.4,230.8,230.6,227.2,327.6,121.2,168.8,137.2,108.2,162.6,138.0,143.0,155.6,140.2,125.4,171.4,96.8,185.6,106.0,198.0,258.4,349.4,146.6,478.4,915.8,89.4
241.6,116.8,93.4,207.8,94.6,187.2,86.2,66.0,64.0,93.4,114.8,12.6,41.4,57.2,201.4,244.4,30.4,62.2,43.0,137.0,123.0,48.8,80.4,210.2,59.8,283.2,488.0,3.2
134.4,57.2,1.2,127.8,42.8,89.6,12.4,23.4,38.6,11.0,51.8,0.0,27.4,18.2,182.0,180.0,20.6,99.0,15.0,88.6,111.4,62.4,1.0,86.2,28.4,92.8,250.0,4.8
53.0,44.2,0.4,38.2,4.0,62.0,5.6,3.8,40.6,0.6,7.4,0.2,0.2,6.2,170.4,138.0,22.4,21.6,0.0,75.8,105.2,32.2,0.0,53.8,5.8,21.6,69.2,1.2
10.2,4.4,0.0,42.6,0.0,56.6,0.0,2.4,33.4,0.0,0.0,1.2,0.0,0.0,50.4,103.4,13.6,0.8,0.0,51.0,12.6,5.2,0.0,14.0,2.2,0.8,64.4,2.8
2.0,0.2,0.0,53.4,0.0,47.0,0.0,0.8,31.6,0.0,128.2,1.2,0.0,0.0,43.8,64.8,9.8,0.6,0.0,35.2,0.2,0.8,0.0,1.0,0.0,1.4,58.8,2.4
3.4,0.2,1.8,60.6,0.0,38.6,1.2,2.8,15.2,0.2,165.8,6.6,0.0,0.0,96.8,65.0,4.6,3.2,0.0,10.8,0.0,0.6,0.0,0.6,0.2,4.4,40.2,2.0
2.2,11.6,8.0,66.4,72.4,22.2,62.8,13.2,6.2,7.8,205.2,14.4,32.4,0.0,179.2,63.6,9.6,18.0,110.2,30.6,0.0,53.4,0.0,0.2,3.2,83.6,37.0,2.2
41.0,51.0,9.2,70.0,139.6,34.6,97.4,37.4,21.6,9.0,256.2,42.2,86.6,1.8,296.8,56.0,27.8,58.8,154.4,115.4,3.2,240.0,9.6,7.4,3.8,201.0,61.2,4.6
