0_0,0_164_aout,0_164_bout,0_246_aout,0_246_bout,0_82_aout,0_82_bout,360_0,360_164_aout,360_164_bout,360_246_aout,360_246_bout,360_82_aout,360_82_bout,660_0,660_164_aout,660_164_bout,660_246_aout,660_246_bout,660_82_aout,660_82_bout,960_0,960_164_aout,960_164_bout,960_246_aout,960_246_bout,960_82_aout,960_82_bout
10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
70.0,65.6,62.0,70.2,66.6,67.0,63.4,65.2,64.4,72.2,65.2,64.2,66.0,66.0,65.6,69.0,68.8,64.2,66.6,67.0,65.2,67.0,65.4,90.8,65.8,67.6,65.0,67.4
2.4,0.2,0.6,1.2,0.4,0.2,0.4,0.2,0.4,3.4,0.4,0.2,0.2,0.6,0.2,0.4,0.2,0.6,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0.6,0.0,1.4
1.2,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,3.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.4,0.4,0.0,0.2,0.0,0.0,0.2,0.8,0.0,0.2
0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,36.4,0.0,0.2
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,34.2,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,1.6,0.0,0.2,0.2,1.0,0.0,0.0,0.0,27.8,0.0,0.0
1.0,0.0,33.4,0.0,0.0,0.0,14.6,2.0,1.0,0.0,0.0,3.6,0.8,0.0,14.6,0.0,0.6,11.4,159.0,3.2,96.8,27.6,0.0,0.0,0.0,21.6,0.0,0.0
3.4,1.2,44.2,0.0,31.4,11.8,57.0,233.2,40.2,0.0,5.8,21.0,64.0,52.2,25.8,0.0,32.2,23.0,242.8,165.0,203.0,41.4,31.0,0.0,0.0,22.0,0.0,14.2
48.0,16.0,60.0,82.2,168.0,23.8,219.4,412.4,180.4,1.2,95.0,120.2,164.8,60.4,110.4,1.8,195.6,70.0,298.6,678.6,282.2,93.0,135.2,9.6,9.0,26.6,0.2,192.6
190.8,43.6,91.4,439.0,284.2,183.0,350.8,617.0,294.2,63.2,322.6,362.8,305.2,93.2,224.0,28.6,338.6,171.0,409.8,999.4,484.4,148.0,169.8,40.2,60.8,43.2,19.2,319.4
254.4,156.8,167.6,535.6,430.2,366.8,449.4,909.8,394.8,293.2,527.4,557.6,404.0,286.2,346.4,91.0,470.4,273.8,475.8,1337.6,626.0,237.4,255.6,232.2,151.0,95.6,97.0,359.8
328.2,301.4,357.8,624.0,599.4,815.8,681.4,981.6,478.6,568.8,689.6,707.0,466.8,512.6,440.2,178.2,586.6,370.2,536.4,1732.6,752.8,287.0,473.2,475.6,224.2,162.8,96.8,472.0
402.0,345.2,499.4,706.6,750.0,1036.0,878.8,1090.0,537.8,847.8,832.4,786.8,612.0,668.2,546.8,314.6,744.2,487.6,650.6,1968.6,863.6,360.6,715.0,763.0,310.8,253.8,108.0,586.2
524.0,427.8,590.8,908.8,955.4,1191.2,1050.0,1202.6,578.2,1070.8,970.6,860.8,775.4,841.0,671.6,535.4,965.8,669.8,888.0,2141.4,1024.6,440.0,1013.0,1139.6,438.6,356.6,97.0,677.6
