casename,num_drop,volume[ml],RoI
office1_0_0,5972.0,5.969062694e-05,180.96969696969697
office1_0_123_aout,5952.4,5.623599354e-05,180.3757575757576
office1_0_123_bout,5682.6,5.4619133159999994e-05,172.2
office1_0_164_aout,5777.4,7.098617063999999e-05,175.07272727272726
office1_0_164_bout,5984.2,4.927724476000001e-05,181.33939393939391
office1_0_205_aout,7050.8,7.240466589999998e-05,213.66060606060606
office1_0_205_bout,6155.0,6.07532689e-05,186.51515151515153
office1_0_246_aout,6091.6,6.160394916e-05,184.59393939393937
office1_0_246_bout,6394.2,6.133417919999999e-05,193.76363636363638
office1_0_41_aout,6227.2,4.2046967779999995e-05,188.70303030303032
office1_0_41_bout,6510.2,5.573303352e-05,197.27878787878788
office1_0_82_aout,4475.6,3.9032711721999995e-05,135.62424242424242
office1_0_82_bout,6085.6,5.4503094e-05,184.4121212121212
office1_660_0,4157.6,4.3324206141999996e-05,125.98787878787877
office1_660_123_aout,4791.6,5.09246751e-05,145.2
office1_660_123_bout,5225.6,5.8860634285999993e-05,158.35151515151512
office1_660_164_aout,4516.8,4.7597776600000004e-05,136.87272727272725
office1_660_164_bout,4539.2,5.012086256e-05,137.55151515151516
office1_660_205_aout,3095.4,3.993066568e-05,93.8
office1_660_205_bout,5484.4,5.6852301e-05,166.1939393939394
office1_660_246_aout,5188.4,5.393597674e-05,157.2242424242424
office1_660_246_bout,3697.2,4.46278713e-05,112.03636363636365
office1_660_41_aout,5698.6,5.240192952e-05,172.6848484848485
office1_660_41_bout,4005.6,3.952034422e-05,121.38181818181818
office1_660_82_aout,3787.8,2.887205828e-05,114.7818181818182
office1_660_82_bout,6258.8,4.826573552e-05,189.66060606060606
office1_960_0,5926.6,4.664107764e-05,179.5939393939394
office1_960_123_aout,5542.0,7.992074532e-05,167.93939393939394
office1_960_123_bout,5481.4,8.532530772e-05,166.1030303030303
office1_960_164_aout,4445.4,4.18519663e-05,134.70909090909092
office1_960_164_bout,5165.6,5.8947653120000014e-05,156.53333333333336
office1_960_205_aout,5054.8,4.587305812e-05,153.17575757575756
office1_960_205_bout,4785.0,5.0054997698e-05,145.0
office1_960_246_aout,5185.4,5.136447946e-05,157.13333333333333
office1_960_246_bout,7092.8,7.8080032986e-05,214.93333333333334
office1_960_41_aout,4574.4,5.891738776599999e-05,138.61818181818182
office1_960_41_bout,6932.2,6.968422159999999e-05,210.0666666666667
office1_960_82_aout,5280.0,5.4398751680000006e-05,159.99999999999997
office1_960_82_bout,5592.0,7.60577758e-05,169.45454545454544
office16_0_0,5860.4,4.843071694e-05,130.23111111111112
office16_0_164_aout,5649.0,7.103909953999999e-05,125.53333333333333
office16_0_164_bout,5972.8,6.195522435999999e-05,132.7288888888889
office16_0_246_aout,6504.6,6.950447415999999e-05,144.54666666666665
office16_0_246_bout,6152.4,4.93946114e-05,136.71999999999997
office16_0_82_aout,5691.8,6.121862754e-05,126.48444444444445
office16_0_82_bout,6775.0,5.914166902e-05,150.55555555555554
office16_360_0,4451.2,5.320652222e-05,98.91555555555556
office16_360_164_aout,5284.0,6.92031707e-05,117.42222222222222
office16_360_164_bout,5055.2,6.0621138851999995e-05,112.33777777777777
office16_360_246_aout,5841.6,7.235089044000001e-05,129.81333333333333
office16_360_246_bout,4856.2,5.559219652e-05,107.91555555555556
office16_360_82_aout,5359.2,5.744289926e-05,119.09333333333333
office16_360_82_bout,5386.6,5.748659388e-05,119.70222222222222
office16_660_0,5526.8,5.650319871999999e-05,122.81777777777779
office16_660_164_aout,5169.4,6.991549372e-05,114.87555555555555
office16_660_164_bout,4598.2,4.6259031660000006e-05,102.18222222222222
office16_660_246_aout,5889.6,8.757099914e-05,130.88000000000002
office16_660_246_bout,5604.2,6.368469616e-05,124.53777777777778
office16_660_82_aout,5016.8,4.7860480120000004e-05,111.48444444444445
office16_660_82_bout,5495.8,4.722372944e-05,122.1288888888889
office16_960_0,6410.6,6.244529358e-05,142.45777777777778
office16_960_164_aout,5792.2,6.95549029e-05,128.71555555555557
office16_960_164_bout,6269.0,7.867804955999999e-05,139.3111111111111
office16_960_246_aout,6711.8,9.472970349999999e-05,149.1511111111111
office16_960_246_bout,6241.0,7.839015741999998e-05,138.68888888888893
office16_960_82_aout,6437.8,7.68358542e-05,143.06222222222223
office16_960_82_bout,5833.2,7.995992942e-05,129.62666666666667
office3_0_0,4286.4,4.4810509279999994e-05,129.8909090909091
office3_0_164_aout,3979.0,4.843287387999999e-05,120.57575757575758
office3_0_164_bout,4567.0,4.6889681460000006e-05,138.3939393939394
office3_0_246_aout,4490.4,4.32646073e-05,136.07272727272726
office3_0_246_bout,3452.0,4.520548136e-05,104.6060606060606
office3_0_82_aout,3837.6,4.21470664e-05,116.29090909090908
office3_0_82_bout,3451.6,3.585356136e-05,104.59393939393938
office3_360_0,4687.2,4.56094229e-05,142.03636363636363
office3_360_164_aout,4063.8,5.4428477599999996e-05,123.14545454545456
office3_360_164_bout,3982.2,4.477008258e-05,120.67272727272727
office3_360_246_aout,3426.4,4.5622866679999995e-05,103.83030303030304
